transaction_id,project_id,mp_id,transaction_date,transaction_type,amount_inr,cumulative_expenditure_inr,remaining_amount_inr,recipient_entity_id,payment_status,financial_year
TXN007190,PRJ001698,MP00189,2025-08-20,ADVANCE,74800,74800,1349000,SYN_CONTRACTOR_097,COMPLETED,2025-26
TXN007191,PRJ001698,MP00189,2025-12-18,PAYMENT,388200,463000,960800,SYN_CONTRACTOR_097,COMPLETED,2025-26
TXN007192,PRJ001698,MP00189,2026-03-06,EXPENDITURE,215500,678500,745300,SYN_CONTRACTOR_097,COMPLETED,2025-26
TXN007193,PRJ001698,MP00189,2026-05-08,REFUND,41400,637100,786700,SYN_VENDOR_011,COMPLETED,2026-27
TXN007194,PRJ001699,MP00189,2024-11-13,SANCTION,3501000,0,3501000,SYN_AGENCY_039,COMPLETED,2024-25
TXN007195,PRJ001699,MP00189,2025-07-30,RELEASE,2721600,0,3501000,SYN_AGENCY_039,COMPLETED,2025-26
TXN007196,PRJ001699,MP00189,2026-06-30,ADVANCE,2577300,2577300,923700,SYN_CONTRACTOR_098,PENDING,2026-27
TXN007197,PRJ001700,MP00190,2024-07-01,SANCTION,1217600,0,1217600,SYN_AGENCY_053,COMPLETED,2024-25
TXN007198,PRJ001700,MP00190,2025-05-10,RELEASE,107000,0,1217600,SYN_AGENCY_053,COMPLETED,2025-26
TXN007199,PRJ001700,MP00190,2026-06-30,ADVANCE,93000,93000,1124600,SYN_CONTRACTOR_051,COMPLETED,2026-27
TXN007200,PRJ001701,MP00190,2025-03-19,SANCTION,21023200,0,21023200,SYN_AGENCY_014,COMPLETED,2024-25
TXN007201,PRJ001701,MP00190,2025-09-08,RELEASE,18136300,0,21023200,SYN_AGENCY_014,COMPLETED,2025-26
TXN007202,PRJ001701,MP00190,2026-01-06,ADVANCE,2293300,2293300,18729900,SYN_CONTRACTOR_052,COMPLETED,2025-26
TXN007203,PRJ001701,MP00190,2026-05-18,EXPENDITURE,15073700,17367000,3656200,SYN_VENDOR_056,COMPLETED,2026-27
TXN007204,PRJ001702,MP00190,2024-07-01,SANCTION,1038100,0,1038100,SYN_AGENCY_054,COMPLETED,2024-25
TXN007205,PRJ001702,MP00190,2024-11-22,RELEASE,443500,0,1038100,SYN_AGENCY_054,COMPLETED,2024-25
TXN007206,PRJ001702,MP00190,2025-04-09,ADVANCE,24400,24400,1013700,SYN_CONTRACTOR_053,COMPLETED,2025-26
TXN007207,PRJ001702,MP00190,2025-11-09,PAYMENT,145900,170300,867800,SYN_CONTRACTOR_053,COMPLETED,2025-26
TXN007208,PRJ001702,MP00190,2025-11-26,PAYMENT,118600,288900,749200,SYN_VENDOR_087,COMPLETED,2025-26
TXN007209,PRJ001702,MP00190,2026-06-30,PAYMENT,147300,436200,601900,SYN_VENDOR_087,COMPLETED,2026-27
TXN007210,PRJ001703,MP00190,2024-10-05,SANCTION,3124800,0,3124800,SYN_AGENCY_045,COMPLETED,2024-25
TXN007211,PRJ001703,MP00190,2025-05-01,RELEASE,2530800,0,3124800,SYN_AGENCY_045,COMPLETED,2025-26
TXN007212,PRJ001703,MP00190,2025-10-15,ADVANCE,315700,315700,2809100,SYN_CONTRACTOR_054,COMPLETED,2025-26
TXN007213,PRJ001703,MP00190,2026-06-30,EXPENDITURE,1950400,2266100,858700,SYN_CONTRACTOR_054,COMPLETED,2026-27
TXN007214,PRJ001704,MP00190,2024-07-31,SANCTION,1718700,0,1718700,SYN_AGENCY_035,COMPLETED,2024-25
TXN007215,PRJ001704,MP00190,2024-12-24,RELEASE,1574500,0,1718700,SYN_AGENCY_035,COMPLETED,2024-25
TXN007216,PRJ001704,MP00190,2025-06-10,ADVANCE,1573600,1573600,145100,SYN_CONTRACTOR_055,COMPLETED,2025-26
TXN007217,PRJ001705,MP00190,2024-07-01,SANCTION,2961300,0,2961300,SYN_AGENCY_036,COMPLETED,2024-25
TXN007218,PRJ001705,MP00190,2025-01-28,RELEASE,2910000,0,2961300,SYN_AGENCY_036,COMPLETED,2024-25
TXN007219,PRJ001705,MP00190,2025-11-03,ADVANCE,455400,455400,2505900,SYN_CONTRACTOR_056,COMPLETED,2025-26
TXN007220,PRJ001705,MP00190,2026-03-30,EXPENDITURE,2417100,2872500,88800,SYN_VENDOR_060,COMPLETED,2025-26
TXN007221,PRJ001706,MP00190,2024-09-16,SANCTION,1538500,0,1538500,SYN_AGENCY_016,COMPLETED,2024-25
TXN007222,PRJ001706,MP00190,2024-10-30,RELEASE,1695600,0,1538500,SYN_AGENCY_016,COMPLETED,2024-25
TXN007223,PRJ001706,MP00190,2024-12-17,ADVANCE,332900,332900,1205600,SYN_CONTRACTOR_057,COMPLETED,2024-25
TXN007224,PRJ001706,MP00190,2025-02-15,EXPENDITURE,1286200,1619100,-80600,SYN_CONTRACTOR_057,COMPLETED,2024-25
TXN007225,PRJ001706,MP00190,2025-04-10,REFUND,54900,1564200,-25700,SYN_VENDOR_091,COMPLETED,2025-26
TXN007226,PRJ001707,MP00190,2024-08-05,SANCTION,1712500,0,1712500,SYN_AGENCY_025,COMPLETED,2024-25
TXN007227,PRJ001707,MP00190,2025-01-04,RELEASE,1578400,0,1712500,SYN_AGENCY_025,COMPLETED,2024-25
TXN007228,PRJ001707,MP00190,2025-04-14,ADVANCE,1471600,1471600,240900,SYN_CONTRACTOR_058,COMPLETED,2025-26
TXN007229,PRJ001708,MP00191,2024-10-16,SANCTION,1267100,0,1267100,SYN_AGENCY_070,COMPLETED,2024-25
TXN007230,PRJ001708,MP00191,2025-03-21,RELEASE,1267100,0,1267100,SYN_AGENCY_070,COMPLETED,2024-25
TXN007231,PRJ001708,MP00191,2025-07-27,ADVANCE,95000,95000,1172100,SYN_CONTRACTOR_059,COMPLETED,2025-26
TXN007232,PRJ001708,MP00191,2026-01-15,EXPENDITURE,373400,468400,798700,SYN_CONTRACTOR_059,COMPLETED,2025-26
TXN007233,PRJ001708,MP00191,2026-06-30,EXPENDITURE,655700,1124100,143000,SYN_CONTRACTOR_059,COMPLETED,2026-27
TXN007234,PRJ001709,MP00191,2024-07-27,SANCTION,1749900,0,1749900,SYN_AGENCY_035,COMPLETED,2024-25
TXN007235,PRJ001709,MP00191,2024-10-15,RELEASE,1749900,0,1749900,SYN_AGENCY_035,COMPLETED,2024-25
TXN007236,PRJ001709,MP00191,2025-01-18,ADVANCE,357800,357800,1392100,SYN_CONTRACTOR_060,COMPLETED,2024-25
TXN007237,PRJ001709,MP00191,2025-04-04,EXPENDITURE,1284800,1642600,107300,SYN_CONTRACTOR_060,COMPLETED,2025-26
TXN007238,PRJ001710,MP00191,2025-02-27,SANCTION,494400,0,494400,SYN_AGENCY_038,COMPLETED,2024-25
TXN007239,PRJ001710,MP00191,2025-05-25,RELEASE,233100,0,494400,SYN_AGENCY_038,COMPLETED,2025-26
TXN007240,PRJ001710,MP00191,2025-08-23,ADVANCE,15700,15700,478700,SYN_CONTRACTOR_082,COMPLETED,2025-26
TXN007241,PRJ001710,MP00191,2025-12-12,PAYMENT,76700,92400,402000,SYN_CONTRACTOR_082,COMPLETED,2025-26
TXN007242,PRJ001710,MP00191,2026-04-27,EXPENDITURE,68000,160400,334000,SYN_CONTRACTOR_082,COMPLETED,2026-27
TXN007243,PRJ001710,MP00191,2026-06-30,EXPENDITURE,60500,220900,273500,SYN_CONTRACTOR_082,COMPLETED,2026-27
TXN007244,PRJ001711,MP00191,2025-01-01,SANCTION,2222800,0,2222800,SYN_AGENCY_068,COMPLETED,2024-25
TXN007245,PRJ001711,MP00191,2025-06-10,RELEASE,2209000,0,2222800,SYN_AGENCY_068,COMPLETED,2025-26
TXN007246,PRJ001711,MP00191,2025-12-17,ADVANCE,360400,360400,1862400,SYN_CONTRACTOR_083,COMPLETED,2025-26
TXN007247,PRJ001711,MP00191,2025-12-19,EXPENDITURE,1610400,1970800,252000,SYN_CONTRACTOR_083,COMPLETED,2025-26
TXN007248,PRJ001712,MP00191,2025-01-10,SANCTION,2102300,0,2102300,SYN_AGENCY_026,COMPLETED,2024-25
TXN007249,PRJ001712,MP00191,2025-10-14,RELEASE,897000,0,2102300,SYN_AGENCY_026,COMPLETED,2025-26
TXN007250,PRJ001712,MP00191,2026-05-17,ADVANCE,828300,828300,1274000,SYN_CONTRACTOR_084,COMPLETED,2026-27
TXN007251,PRJ001713,MP00191,2025-05-14,SANCTION,447700,0,447700,SYN_AGENCY_035,COMPLETED,2025-26
TXN007252,PRJ001713,MP00191,2025-06-05,RELEASE,9000,0,447700,SYN_AGENCY_035,COMPLETED,2025-26
TXN007253,PRJ001714,MP00191,2024-08-28,SANCTION,1170400,0,1170400,SYN_AGENCY_061,COMPLETED,2024-25
TXN007254,PRJ001714,MP00191,2025-06-18,RELEASE,980300,0,1170400,SYN_AGENCY_061,COMPLETED,2025-26
TXN007255,PRJ001714,MP00191,2026-06-30,ADVANCE,866700,866700,303700,SYN_CONTRACTOR_086,COMPLETED,2026-27
TXN007256,PRJ001715,MP00191,2024-07-12,SANCTION,14499200,0,14499200,SYN_AGENCY_002,COMPLETED,2024-25
TXN007257,PRJ001715,MP00191,2024-11-18,RELEASE,14499200,0,14499200,SYN_AGENCY_002,COMPLETED,2024-25
TXN007258,PRJ001715,MP00191,2025-04-11,ADVANCE,14064200,14064200,435000,SYN_CONTRACTOR_087,COMPLETED,2025-26
TXN007259,PRJ001716,MP00191,2024-11-30,SANCTION,1121700,0,1121700,SYN_AGENCY_017,COMPLETED,2024-25
TXN007260,PRJ001716,MP00191,2025-01-02,RELEASE,1108400,0,1121700,SYN_AGENCY_017,COMPLETED,2024-25
TXN007261,PRJ001716,MP00191,2025-01-31,ADVANCE,160900,160900,960800,SYN_CONTRACTOR_088,COMPLETED,2024-25
TXN007262,PRJ001716,MP00191,2025-02-24,PAYMENT,806700,967600,154100,SYN_CONTRACTOR_088,COMPLETED,2024-25
TXN007263,PRJ001717,MP00192,2024-07-24,SANCTION,1427600,0,1427600,SYN_AGENCY_078,COMPLETED,2024-25
TXN007264,PRJ001717,MP00192,2024-10-18,RELEASE,1427600,0,1427600,SYN_AGENCY_078,COMPLETED,2024-25
TXN007265,PRJ001717,MP00192,2025-01-19,ADVANCE,1427600,1427600,0,SYN_CONTRACTOR_089,COMPLETED,2024-25
TXN007266,PRJ001718,MP00192,2024-11-22,SANCTION,3480000,0,3480000,SYN_AGENCY_023,COMPLETED,2024-25
TXN007267,PRJ001718,MP00192,2025-05-31,RELEASE,3480000,0,3480000,SYN_AGENCY_023,COMPLETED,2025-26
TXN007268,PRJ001718,MP00192,2025-12-01,ADVANCE,560900,560900,2919100,SYN_CONTRACTOR_090,COMPLETED,2025-26
TXN007269,PRJ001718,MP00192,2026-06-29,EXPENDITURE,2909600,3470500,9500,SYN_VENDOR_034,COMPLETED,2026-27
TXN007270,PRJ001719,MP00192,2025-04-09,SANCTION,1016700,0,1016700,SYN_AGENCY_034,COMPLETED,2025-26
TXN007271,PRJ001719,MP00192,2025-07-18,RELEASE,333900,0,1016700,SYN_AGENCY_034,COMPLETED,2025-26
TXN007272,PRJ001719,MP00192,2025-09-25,ADVANCE,15700,15700,1001000,SYN_CONTRACTOR_091,COMPLETED,2025-26
TXN007273,PRJ001719,MP00192,2026-01-07,EXPENDITURE,84900,100600,916100,SYN_CONTRACTOR_091,COMPLETED,2025-26
TXN007274,PRJ001719,MP00192,2026-04-22,PAYMENT,110200,210800,805900,SYN_CONTRACTOR_091,COMPLETED,2026-27
TXN007275,PRJ001719,MP00192,2026-06-07,PAYMENT,92300,303100,713600,SYN_CONTRACTOR_091,COMPLETED,2026-27
TXN007276,PRJ001720,MP00192,2024-11-25,SANCTION,545200,0,545200,SYN_AGENCY_030,COMPLETED,2024-25
TXN007277,PRJ001720,MP00192,2025-01-12,RELEASE,545200,0,545200,SYN_AGENCY_030,COMPLETED,2024-25
TXN007278,PRJ001720,MP00192,2025-03-07,ADVANCE,545200,545200,0,SYN_CONTRACTOR_113,COMPLETED,2024-25
TXN007279,PRJ001721,MP00192,2024-12-23,SANCTION,2354500,0,2354500,SYN_AGENCY_059,COMPLETED,2024-25
TXN007280,PRJ001721,MP00192,2025-01-24,RELEASE,2256200,0,2354500,SYN_AGENCY_059,COMPLETED,2024-25
TXN007281,PRJ001721,MP00192,2025-03-10,ADVANCE,167400,167400,2187100,SYN_CONTRACTOR_114,COMPLETED,2024-25
TXN007282,PRJ001721,MP00192,2025-04-08,EXPENDITURE,1009400,1176800,1177700,SYN_CONTRACTOR_114,COMPLETED,2025-26
TXN007283,PRJ001721,MP00192,2025-05-22,PAYMENT,934000,2110800,243700,SYN_CONTRACTOR_114,COMPLETED,2025-26
TXN007284,PRJ001722,MP00192,2024-07-04,SANCTION,1164000,0,1164000,SYN_AGENCY_059,COMPLETED,2024-25
TXN007285,PRJ001722,MP00192,2024-09-30,RELEASE,1066400,0,1164000,SYN_AGENCY_059,COMPLETED,2024-25
TXN007286,PRJ001722,MP00192,2025-01-11,ADVANCE,1014000,1014000,150000,SYN_CONTRACTOR_115,COMPLETED,2024-25
TXN007287,PRJ001723,MP00192,2024-09-17,SANCTION,1043100,0,1043100,SYN_AGENCY_078,COMPLETED,2024-25
TXN007288,PRJ001723,MP00192,2025-03-06,RELEASE,664200,0,1043100,SYN_AGENCY_078,COMPLETED,2024-25
TXN007289,PRJ001723,MP00192,2025-08-22,ADVANCE,212000,212000,831100,SYN_CONTRACTOR_116,COMPLETED,2025-26
TXN007290,PRJ001723,MP00192,2026-02-23,PAYMENT,172500,384500,658600,SYN_CONTRACTOR_116,COMPLETED,2025-26
TXN007291,PRJ001723,MP00192,2026-06-02,EXPENDITURE,278500,663000,380100,SYN_VENDOR_120,COMPLETED,2026-27
TXN007292,PRJ001724,MP00192,2024-08-19,SANCTION,3774100,0,3774100,SYN_AGENCY_022,COMPLETED,2024-25
TXN007293,PRJ001724,MP00192,2024-09-28,RELEASE,3774100,0,3774100,SYN_AGENCY_022,COMPLETED,2024-25
TXN007294,PRJ001724,MP00192,2024-10-31,ADVANCE,276800,276800,3497300,SYN_CONTRACTOR_117,COMPLETED,2024-25
TXN007295,PRJ001724,MP00192,2024-12-23,EXPENDITURE,1296400,1573200,2200900,SYN_VENDOR_031,COMPLETED,2024-25
TXN007296,PRJ001724,MP00192,2025-03-01,PAYMENT,966000,2539200,1234900,SYN_VENDOR_031,COMPLETED,2024-25
TXN007297,PRJ001724,MP00192,2025-03-19,EXPENDITURE,1234900,3774100,0,SYN_CONTRACTOR_117,COMPLETED,2024-25
TXN007298,PRJ001725,MP00192,2024-07-01,SANCTION,3551100,0,3551100,SYN_AGENCY_008,COMPLETED,2024-25
TXN007299,PRJ001725,MP00192,2025-01-28,RELEASE,1281400,0,3551100,SYN_AGENCY_008,COMPLETED,2024-25
TXN007300,PRJ001725,MP00192,2025-10-03,ADVANCE,158900,158900,3392200,SYN_CONTRACTOR_118,COMPLETED,2025-26
TXN007301,PRJ001725,MP00192,2026-03-20,EXPENDITURE,1121300,1280200,2270900,SYN_VENDOR_062,COMPLETED,2025-26
TXN007302,PRJ001726,MP00193,2024-10-17,SANCTION,3003700,0,3003700,SYN_AGENCY_042,COMPLETED,2024-25
TXN007303,PRJ001726,MP00193,2025-09-18,RELEASE,2857900,0,3003700,SYN_AGENCY_042,COMPLETED,2025-26
TXN007304,PRJ001726,MP00193,2026-05-12,ADVANCE,2703400,2703400,300300,SYN_CONTRACTOR_119,COMPLETED,2026-27
TXN007305,PRJ001727,MP00193,2025-01-05,SANCTION,3014300,0,3014300,SYN_AGENCY_043,COMPLETED,2024-25
TXN007306,PRJ001727,MP00193,2025-10-01,RELEASE,3876200,0,3014300,SYN_AGENCY_043,COMPLETED,2025-26
TXN007307,PRJ001727,MP00193,2026-06-30,ADVANCE,3410600,3410600,-396300,SYN_CONTRACTOR_120,COMPLETED,2026-27
TXN007308,PRJ001728,MP00193,2025-04-22,SANCTION,2943400,0,2943400,SYN_AGENCY_065,COMPLETED,2025-26
TXN007309,PRJ001728,MP00193,2025-05-07,RELEASE,277900,0,2943400,SYN_AGENCY_065,COMPLETED,2025-26
TXN007310,PRJ001728,MP00193,2025-05-20,ADVANCE,265400,265400,2678000,SYN_CONTRACTOR_121,COMPLETED,2025-26
TXN007311,PRJ001729,MP00193,2024-11-27,SANCTION,2999500,0,2999500,SYN_AGENCY_054,COMPLETED,2024-25
TXN007312,PRJ001729,MP00193,2025-09-20,RELEASE,2428500,0,2999500,SYN_AGENCY_054,COMPLETED,2025-26
TXN007313,PRJ001729,MP00193,2026-04-05,ADVANCE,2189000,2189000,810500,SYN_CONTRACTOR_122,COMPLETED,2026-27
TXN007314,PRJ001730,MP00193,2024-10-30,SANCTION,2868100,0,2868100,SYN_AGENCY_076,COMPLETED,2024-25
TXN007315,PRJ001730,MP00193,2024-12-16,RELEASE,2868100,0,2868100,SYN_AGENCY_076,COMPLETED,2024-25
TXN007316,PRJ001730,MP00193,2025-02-04,ADVANCE,158700,158700,2709400,SYN_CONTRACTOR_144,COMPLETED,2024-25
TXN007317,PRJ001730,MP00193,2025-03-16,PAYMENT,862900,1021600,1846500,SYN_VENDOR_028,COMPLETED,2024-25
TXN007318,PRJ001730,MP00193,2025-06-08,PAYMENT,908500,1930100,938000,SYN_CONTRACTOR_144,COMPLETED,2025-26
TXN007319,PRJ001730,MP00193,2025-06-21,PAYMENT,635000,2565100,303000,SYN_CONTRACTOR_144,COMPLETED,2025-26
TXN007320,PRJ001731,MP00193,2025-04-29,SANCTION,870600,0,870600,SYN_AGENCY_073,COMPLETED,2025-26
TXN007321,PRJ001731,MP00193,2025-05-30,RELEASE,86100,0,870600,SYN_AGENCY_073,COMPLETED,2025-26
TXN007322,PRJ001731,MP00193,2025-06-27,ADVANCE,75600,75600,795000,SYN_CONTRACTOR_145,COMPLETED,2025-26
TXN007323,PRJ001732,MP00193,2024-11-17,SANCTION,2544200,0,2544200,SYN_AGENCY_019,COMPLETED,2024-25
TXN007324,PRJ001732,MP00193,2025-02-01,RELEASE,3560300,0,2544200,SYN_AGENCY_019,COMPLETED,2024-25
TXN007325,PRJ001732,MP00193,2025-04-18,ADVANCE,550200,550200,1994000,SYN_CONTRACTOR_146,COMPLETED,2025-26
TXN007326,PRJ001732,MP00193,2025-05-27,EXPENDITURE,2800800,3351000,-806800,SYN_CONTRACTOR_146,COMPLETED,2025-26
TXN007327,PRJ001733,MP00193,2024-08-15,SANCTION,3832000,0,3832000,SYN_AGENCY_033,COMPLETED,2024-25
TXN007328,PRJ001733,MP00193,2024-10-22,RELEASE,3832000,0,3832000,SYN_AGENCY_033,COMPLETED,2024-25
TXN007329,PRJ001733,MP00193,2024-12-27,ADVANCE,225200,225200,3606800,SYN_CONTRACTOR_147,COMPLETED,2024-25
TXN007330,PRJ001733,MP00193,2025-01-26,PAYMENT,1452000,1677200,2154800,SYN_CONTRACTOR_147,COMPLETED,2024-25
TXN007331,PRJ001733,MP00193,2025-03-31,EXPENDITURE,1230400,2907600,924400,SYN_CONTRACTOR_147,COMPLETED,2024-25
TXN007332,PRJ001733,MP00193,2025-06-15,PAYMENT,924400,3832000,0,SYN_CONTRACTOR_147,COMPLETED,2025-26
TXN007333,PRJ001734,MP00194,2024-07-01,SANCTION,2983200,0,2983200,SYN_AGENCY_039,COMPLETED,2024-25
TXN007334,PRJ001734,MP00194,2025-02-16,RELEASE,555000,0,2983200,SYN_AGENCY_039,COMPLETED,2024-25
TXN007335,PRJ001734,MP00194,2025-11-10,ADVANCE,121200,121200,2862000,SYN_CONTRACTOR_148,COMPLETED,2025-26
TXN007336,PRJ001734,MP00194,2026-04-09,PAYMENT,385600,506800,2476400,SYN_VENDOR_032,COMPLETED,2026-27
TXN007337,PRJ001735,MP00194,2024-11-02,SANCTION,2760200,0,2760200,SYN_AGENCY_073,COMPLETED,2024-25
TXN007338,PRJ001735,MP00194,2025-09-09,RELEASE,2021200,0,2760200,SYN_AGENCY_073,COMPLETED,2025-26
TXN007339,PRJ001735,MP00194,2026-05-31,ADVANCE,1812800,1812800,947400,SYN_CONTRACTOR_149,COMPLETED,2026-27
TXN007340,PRJ001736,MP00194,2024-09-29,SANCTION,3271000,0,3271000,SYN_AGENCY_013,COMPLETED,2024-25
TXN007341,PRJ001736,MP00194,2024-12-09,RELEASE,3122800,0,3271000,SYN_AGENCY_013,COMPLETED,2024-25
TXN007342,PRJ001736,MP00194,2025-02-25,ADVANCE,625600,625600,2645400,SYN_CONTRACTOR_150,COMPLETED,2024-25
TXN007343,PRJ001736,MP00194,2025-04-17,EXPENDITURE,2345000,2970600,300400,SYN_CONTRACTOR_150,COMPLETED,2025-26
TXN007344,PRJ001737,MP00194,2024-10-19,SANCTION,656400,0,656400,SYN_AGENCY_070,COMPLETED,2024-25
TXN007345,PRJ001737,MP00194,2024-11-17,RELEASE,656400,0,656400,SYN_AGENCY_070,COMPLETED,2024-25
TXN007346,PRJ001737,MP00194,2024-12-17,ADVANCE,110500,110500,545900,SYN_CONTRACTOR_151,COMPLETED,2024-25
TXN007347,PRJ001737,MP00194,2025-01-10,PAYMENT,545900,656400,0,SYN_CONTRACTOR_151,COMPLETED,2024-25
TXN007348,PRJ001738,MP00194,2025-04-20,SANCTION,1851900,0,1851900,SYN_AGENCY_048,COMPLETED,2025-26
TXN007349,PRJ001738,MP00194,2025-07-22,RELEASE,71900,0,1851900,SYN_AGENCY_048,COMPLETED,2025-26
TXN007350,PRJ001738,MP00194,2025-10-16,ADVANCE,5400,5400,1846500,SYN_CONTRACTOR_152,COMPLETED,2025-26
TXN007351,PRJ001738,MP00194,2026-02-14,EXPENDITURE,17700,23100,1828800,SYN_CONTRACTOR_152,COMPLETED,2025-26
TXN007352,PRJ001738,MP00194,2026-05-06,PAYMENT,18900,42000,1809900,SYN_CONTRACTOR_152,COMPLETED,2026-27
TXN007353,PRJ001738,MP00194,2026-06-30,PAYMENT,27700,69700,1782200,SYN_VENDOR_036,PROCESSING,2026-27
TXN007354,PRJ001739,MP00194,2025-05-08,SANCTION,3265000,0,3265000,SYN_AGENCY_001,COMPLETED,2025-26
TXN007355,PRJ001739,MP00194,2025-06-04,RELEASE,207400,0,3265000,SYN_AGENCY_001,COMPLETED,2025-26
TXN007356,PRJ001740,MP00194,2024-07-06,SANCTION,3784200,0,3784200,SYN_AGENCY_031,COMPLETED,2024-25
TXN007357,PRJ001740,MP00194,2024-09-20,RELEASE,3761800,0,3784200,SYN_AGENCY_031,COMPLETED,2024-25
TXN007358,PRJ001740,MP00194,2024-12-22,ADVANCE,320800,320800,3463400,SYN_CONTRACTOR_175,COMPLETED,2024-25
TXN007359,PRJ001740,MP00194,2025-02-01,PAYMENT,1945400,2266200,1518000,SYN_CONTRACTOR_175,COMPLETED,2024-25
TXN007360,PRJ001740,MP00194,2025-02-03,EXPENDITURE,1071900,3338100,446100,SYN_CONTRACTOR_175,COMPLETED,2024-25
TXN007361,PRJ001741,MP00194,2024-12-09,SANCTION,3031600,0,3031600,SYN_AGENCY_069,COMPLETED,2024-25
TXN007362,PRJ001741,MP00194,2025-07-01,RELEASE,1781100,0,3031600,SYN_AGENCY_069,COMPLETED,2025-26
TXN007363,PRJ001741,MP00194,2025-12-15,ADVANCE,216100,216100,2815500,SYN_CONTRACTOR_176,COMPLETED,2025-26
TXN007364,PRJ001741,MP00194,2026-05-04,EXPENDITURE,1441500,1657600,1374000,SYN_CONTRACTOR_176,COMPLETED,2026-27
TXN007365,PRJ001742,MP00194,2025-01-15,SANCTION,2631300,0,2631300,SYN_AGENCY_006,COMPLETED,2024-25
TXN007366,PRJ001742,MP00194,2025-07-30,RELEASE,1295200,0,2631300,SYN_AGENCY_006,COMPLETED,2025-26
TXN007367,PRJ001742,MP00194,2025-12-01,ADVANCE,262100,262100,2369200,SYN_CONTRACTOR_177,COMPLETED,2025-26
TXN007368,PRJ001742,MP00194,2026-06-30,PAYMENT,968200,1230300,1401000,SYN_CONTRACTOR_177,COMPLETED,2026-27
TXN007369,PRJ001743,MP00194,2025-03-12,SANCTION,1726300,0,1726300,SYN_AGENCY_001,COMPLETED,2024-25
TXN007370,PRJ001743,MP00194,2025-08-24,RELEASE,433500,0,1726300,SYN_AGENCY_001,COMPLETED,2025-26
TXN007371,PRJ001743,MP00194,2026-02-20,ADVANCE,80500,80500,1645800,SYN_CONTRACTOR_178,COMPLETED,2025-26
TXN007372,PRJ001743,MP00194,2026-06-30,PAYMENT,338500,419000,1307300,SYN_VENDOR_002,COMPLETED,2026-27
TXN007373,PRJ001744,MP00195,2024-07-23,SANCTION,3435200,0,3435200,SYN_AGENCY_003,COMPLETED,2024-25
TXN007374,PRJ001744,MP00195,2024-11-30,RELEASE,3435200,0,3435200,SYN_AGENCY_003,COMPLETED,2024-25
TXN007375,PRJ001744,MP00195,2025-06-07,ADVANCE,218000,218000,3217200,SYN_CONTRACTOR_179,COMPLETED,2025-26
TXN007376,PRJ001744,MP00195,2025-09-07,EXPENDITURE,1121100,1339100,2096100,SYN_CONTRACTOR_179,COMPLETED,2025-26
TXN007377,PRJ001744,MP00195,2026-01-17,EXPENDITURE,857900,2197000,1238200,SYN_CONTRACTOR_179,COMPLETED,2025-26
TXN007378,PRJ001744,MP00195,2026-06-30,EXPENDITURE,1135000,3332000,103200,SYN_CONTRACTOR_179,COMPLETED,2026-27
TXN007379,PRJ001745,MP00195,2024-09-16,SANCTION,2669300,0,2669300,SYN_AGENCY_058,COMPLETED,2024-25
TXN007380,PRJ001745,MP00195,2025-07-12,RELEASE,2289500,0,2669300,SYN_AGENCY_058,COMPLETED,2025-26
TXN007381,PRJ001745,MP00195,2026-06-30,ADVANCE,2146800,2146800,522500,SYN_CONTRACTOR_180,COMPLETED,2026-27
TXN007382,PRJ001746,MP00195,2024-11-20,SANCTION,2599100,0,2599100,SYN_AGENCY_053,COMPLETED,2024-25
TXN007383,PRJ001746,MP00195,2025-06-17,RELEASE,3575900,0,2599100,SYN_AGENCY_053,COMPLETED,2025-26
TXN007384,PRJ001746,MP00195,2025-11-10,ADVANCE,424400,424400,2174700,SYN_CONTRACTOR_001,COMPLETED,2025-26
TXN007385,PRJ001746,MP00195,2026-06-24,EXPENDITURE,3000500,3424900,-825800,SYN_CONTRACTOR_001,COMPLETED,2026-27
TXN007386,PRJ001747,MP00195,2025-04-01,SANCTION,1043200,0,1043200,SYN_AGENCY_042,COMPLETED,2025-26
TXN007387,PRJ001747,MP00195,2025-07-14,RELEASE,831300,0,1043200,SYN_AGENCY_042,COMPLETED,2025-26
TXN007388,PRJ001747,MP00195,2025-11-08,ADVANCE,92800,92800,950400,SYN_CONTRACTOR_002,COMPLETED,2025-26
TXN007389,PRJ001747,MP00195,2026-02-26,PAYMENT,308300,401100,642100,SYN_VENDOR_006,COMPLETED,2025-26
TXN007390,PRJ001747,MP00195,2026-06-13,PAYMENT,354000,755100,288100,SYN_CONTRACTOR_002,COMPLETED,2026-27
TXN007391,PRJ001748,MP00195,2024-09-18,SANCTION,1805300,0,1805300,SYN_AGENCY_065,COMPLETED,2024-25
TXN007392,PRJ001748,MP00195,2025-01-23,RELEASE,1542100,0,1805300,SYN_AGENCY_065,COMPLETED,2024-25
TXN007393,PRJ001748,MP00195,2025-04-27,ADVANCE,119600,119600,1685700,SYN_CONTRACTOR_003,COMPLETED,2025-26
TXN007394,PRJ001748,MP00195,2025-10-31,EXPENDITURE,373000,492600,1312700,SYN_CONTRACTOR_003,COMPLETED,2025-26
TXN007395,PRJ001748,MP00195,2026-03-08,EXPENDITURE,452200,944800,860500,SYN_CONTRACTOR_003,COMPLETED,2025-26
TXN007396,PRJ001748,MP00195,2026-06-30,EXPENDITURE,546700,1491500,313800,SYN_CONTRACTOR_003,COMPLETED,2026-27
