mp_id,mp_name,state_ut,constituency,district,house_type,allocated_amount_inr,allocation_year,data_source
MP_174,DURAI VAIKO,Tamil Nadu,TIRUCHIRAPPALLI,Tiruchirappalli,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_175,Durga Das Uikey,Madhya Pradesh,BETUL(ST),Betul(St),Lok Sabha,151569502.9,2024-2025,Official Ministry Dataset (MP 2)
MP_176,Dushyant Singh,Rajasthan,JHALAWAR-BARAN,Jhalawar-Baran,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_177,E. TUKARAM,Karnataka,BELLARY(ST),Bellary(St),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_178,E.T. MOHAMMED BASHEER,Kerala,MALAPPURAM,Malappuram,Lok Sabha,163895872.1,2024-2025,Official Ministry Dataset (MP 2)
MP_179,EATALA RAJENDER,Telangana,MALKAJGIRI,Malkajgiri,Lok Sabha,327477390.9,2024-2025,Official Ministry Dataset (MP 2)
MP_180,ESWARASAMY K,Tamil Nadu,POLLACHI,Pollachi,Lok Sabha,162315106.1,2024-2025,Official Ministry Dataset (MP 2)
MP_181,Faggan Singh Kulaste,Madhya Pradesh,MANDLA(ST),Mandla(St),Lok Sabha,151861648.4,2024-2025,Official Ministry Dataset (MP 2)
MP_182,G. KUMAR NAIK,Karnataka,RAICHUR(ST),Raichur(St),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_183,GAIKWAD VARSHA EKNATH,Maharashtra,MUMBAI NORTH-CENTRAL,Mumbai North-Central,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_184,Gajendra Singh Patel,Madhya Pradesh,KHARGONE(ST),Khargone(St),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_185,Gajendra Singh Shekhawat,Rajasthan,JODHPUR,Jodhpur,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_186,GANAPATHY RAJKUMAR P,Tamil Nadu,COIMBATORE,Coimbatore,Lok Sabha,147370490.1,2024-2025,Official Ministry Dataset (MP 2)
MP_187,Ganesan Selvam,Tamil Nadu,KANCHEEPURAM(SC),Kancheepuram(Sc),Lok Sabha,186508749.1,2024-2025,Official Ministry Dataset (MP 2)
MP_188,Ganesh Singh,Madhya Pradesh,SATNA,Satna,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_189,GAURAV GOGOI,Assam,JORHAT,Jorhat,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_190,GENIBEN NAGAJI THAKOR,Gujarat,BANASKANTHA,Banaskantha,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_191,Hon'ble Members of Parliaments,State,Constituency,Constituency,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_192,Hon'ble MP,Maharashtra,Constituency,Constituency,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_193,Giridhari Yadav,Bihar,BANKA,Banka,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_194,Giriraj Singh,Bihar,BEGUSARAI,Begusarai,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_195,GM Harish Balayogi,Andhra Pradesh,AMALAPURAM(SC),Amalapuram(Sc),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_196,GODAM NAGESH,Telangana,ADILABAD(ST),Adilabad(St),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_197,GOPINATH K,Tamil Nadu,KRISHNAGIRI,Krishnagiri,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_198,GOVIND MAKTHAPPA KARJOL,Karnataka,CHITRADURGA(SC),Chitradurga(Sc),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_199,Gumma Thanuja Rani,Andhra Pradesh,ARAKU(ST),Araku(St),Lok Sabha,149458905.1,2024-2025,Official Ministry Dataset (MP 2)
MP_200,GURMEET SINGH MEET HAYER,Punjab,SANGRUR,Sangrur,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_201,Gyaneshwar Patil,Madhya Pradesh,KHANDWA,Khandwa,Lok Sabha,155690684.8,2024-2025,Official Ministry Dataset (MP 2)
MP_202,H.D. KUMARASWAMY,Karnataka,MANDYA,Mandya,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_203,HARENDRA SINGH MALIK,Uttar Pradesh,MUZAFFARNAGAR,Muzaffarnagar,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_204,HARIBHAI PATEL,Gujarat,MAHESANA,Mahesana,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_205,HARISH CHANDRA MEENA,Rajasthan,TONK-SAWAI MADHOPUR,Tonk-Sawai Madhopur,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_206,Harsh Malhotra,Delhi,EAST DELHI,East Delhi,Lok Sabha,147134131.0,2024-2025,Official Ministry Dataset (MP 2)
MP_207,Hasmukh Bhai Soma Bhai Patel,Gujarat,AHMEDABAD EAST,Ahmedabad East,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_208,IMRAN MASOOD,Uttar Pradesh,SAHARANPUR,Saharanpur,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_209,Indra Hang Subba,Sikkim,SIKKIM,Sikkim,Lok Sabha,152003923.1,2024-2025,Official Ministry Dataset (MP 2)
MP_210,IQRA CHOUDHARY,Uttar Pradesh,KAIRANA,Kairana,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_211,ISHA KHAN CHOUDHURY,West Bengal,MALDAHA DAKSHIN,Maldaha Dakshin,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_212,JAGADISH CHANDRA BARMA BASUNIA,West Bengal,COOCHBEHAR(SC),Coochbehar(Sc),Lok Sabha,168604641.1,2024-2025,Official Ministry Dataset (MP 2)
MP_213,JAGADISH SHETTAR,Karnataka,BELGAUM,Belgaum,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_214,Jagannath Sarkar,West Bengal,RANAGHAT(SC),Ranaghat(Sc),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_215,Jagdambika Pal,Uttar Pradesh,DOMARIYAGANJ,Domariyaganj,Lok Sabha,160643957.1,2024-2025,Official Ministry Dataset (MP 2)
MP_216,JAI PARKASH,Haryana,HISAR,Hisar,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_217,Jai Prakash,Uttar Pradesh,HARDOI (SC),Hardoi (Sc),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_218,Janardan Mishra,Madhya Pradesh,REWA,Rewa,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_219,JASHUBHAI BHILUBHAI RATHVA,Gujarat,CHHOTA UDAIPUR(ST),Chhota Udaipur(St),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_220,Jaswantsinh Sumanbhai Bhabhor,Gujarat,DAHOD(ST),Dahod(St),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_221,JITAN RAM MANJHI,Bihar,GAYA (SC),Gaya (Sc),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_222,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Etawah(Sc),Lok Sabha,188747306.3,2024-2025,Official Ministry Dataset (MP 2)
MP_223,Hon'ble Members of Parliaments,State,Constituency,Constituency,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_224,Hon'ble MP,Maharashtra,Constituency,Constituency,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_225,Jitendra Singh,Jammu And Kashmir,UDHAMPUR,Udhampur,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_226,JITIN PRASADA,Uttar Pradesh,PILIBHIT,Pilibhit,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_227,JOBA MAJHI,Jharkhand,SINGHBHUM(ST),Singhbhum(St),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_228,JOYANTA BASUMATARY,Assam,KOKRAJHAR (ST),Kokrajhar (St),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_229,JUNE MALIAH,West Bengal,MEDINIPUR,Medinipur,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_230,JYOTIRADITYA M. SCINDIA,Madhya Pradesh,GUNA,Guna,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_231,Jyotsna Charandas Mahant,Chhattisgarh,KORBA,Korba,Lok Sabha,155153738.1,2024-2025,Official Ministry Dataset (MP 2)
MP_232,K E PRAKASH,Tamil Nadu,ERODE,Erode,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_233,K RADHAKRISHNAN,Kerala,ALATHUR(SC),Alathur(Sc),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_234,K Subbarayan,Tamil Nadu,TIRUPPUR,Tiruppur,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_235,K. C VENUGOPAL,Kerala,ALAPPUZHA,Alappuzha,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_236,K. RAJASHEKAR BASAVARAJ HITNAL,Karnataka,KOPPAL,Koppal,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_237,KADIYAM KAVYA,Telangana,WARANGEL(SC),Warangel(Sc),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_238,Kakoli Ghosh Dastidar,West Bengal,BARASAT,Barasat,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_239,Kalaben Mohanbhai Delkar,The Dadra And Nagar Haveli And,DADRA & NAGAR HAVELI (ST),Dadra & Nagar Haveli (St),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_240,Hon'ble MP,Daman And Diu,Constituency,Constituency,Lok Sabha,,2024-2025,Official Ministry Dataset (MP 2)
MP_241,Kalanidhi Veeraswamy,Tamil Nadu,CHENNAI NORTH,Chennai North,Lok Sabha,171500000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_242,KALI CHARAN MUNDA,Jharkhand,KHUNTI(ST),Khunti(St),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_243,KALI CHARAN SINGH,Jharkhand,CHATRA,Chatra,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_244,KALIPADA SAREN,West Bengal,JHARGRAM(ST),Jhargram(St),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_245,Kalyan Banerjee,West Bengal,SREERAMPUR,Sreerampur,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_246,KALYAN VAIJINATHRAO KALE,Maharashtra,JALNA,Jalna,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_247,KAMAKHYA PRASAD TASA,Assam,Kaziranga,Kaziranga,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_248,Kamaljeet Sehrawat,Delhi,WEST DELHI,West Delhi,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_249,KAMLESH JANGDE,Chhattisgarh,JANJGIR CHAMPA(SC),Janjgir Champa(Sc),Lok Sabha,150384382.1,2024-2025,Official Ministry Dataset (MP 2)
MP_250,Kamlesh Paswan,Uttar Pradesh,BANSGAON(SC),Bansgaon(Sc),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_251,Kangana Ranaut,Himachal Pradesh,MANDI,Mandi,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_252,Kani K Navas,Tamil Nadu,RAMANATHAPURAM,Ramanathapuram,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_253,Kanimozhi Karunanidhi,Tamil Nadu,THOOTHUKKUDI,Thoothukkudi,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_254,KANWAR SINGH TANWAR,Uttar Pradesh,AMROHA,Amroha,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_255,KARAN BHUSHAN SINGH,Uttar Pradesh,KAISERGANJ,Kaiserganj,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_256,Hon'ble Members of Parliaments,State,Constituency,Constituency,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_257,Hon'ble MP,Maharashtra,Constituency,Constituency,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_258,KARTICK CHANDRA PAUL,West Bengal,RAIGANJ,Raiganj,Lok Sabha,202677986.6,2024-2025,Official Ministry Dataset (MP 2)
MP_259,Kaushalendra Kumar,Bihar,NALANDA,Nalanda,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_260,Khagen Murmu,West Bengal,MALDAHA UTTAR,Maldaha Uttar,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_261,Khalilur Rahaman,West Bengal,JANGIPUR,Jangipur,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_262,Kinjarapu Ram Mohan Naidu,Andhra Pradesh,SRIKAKULAM,Srikakulam,Lok Sabha,171200630.1,2024-2025,Official Ministry Dataset (MP 2)
MP_263,Kiren Rijiju,Arunachal Pradesh,ARUNACHAL WEST,Arunachal West,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_264,Kirti Vardhan Singh,Uttar Pradesh,GONDA,Gonda,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_265,Kishan Reddy Gangapuram,Telangana,SECUNDERABAD,Secunderabad,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_266,KISHORI LAL,Uttar Pradesh,AMETHI,Amethi,Lok Sabha,171500000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_267,KONDA VISHWESHWAR REDDY,Telangana,CHELVELLA,Chelvella,Lok Sabha,186441916.1,2024-2025,Official Ministry Dataset (MP 2)
MP_268,KOTA SRINIVAS POOJARY,Karnataka,UDUPI CHIKMAGALUR,Udupi Chikmagalur,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_269,Kripanath Mallah,Assam,KARIMGANJ (SC),Karimganj (Sc),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_270,Krishan Pal Gurjar,Haryana,FARIDABAD,Faridabad,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_271,KRISHNA DEVI SHIVSHANKER PATEL,Uttar Pradesh,BANDA,Banda,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_272,Krishna Prasad Tenneti,Andhra Pradesh,BAPATLA,Bapatla,Lok Sabha,167796849.1,2024-2025,Official Ministry Dataset (MP 2)
MP_273,KRITI DEVI DEBBARMAN,Tripura,TRIPURA EAST(ST),Tripura East(St),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_274,KULDEEP INDORA,Rajasthan,GANGANAGAR(SC),Ganganagar(Sc),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_275,KUNDURU RAGHUVEER,Telangana,NALGONDA,Nalgonda,Lok Sabha,162952022.0,2024-2025,Official Ministry Dataset (MP 2)
MP_276,LALJI VERMA,Uttar Pradesh,AMBEDKAR NAGAR,Ambedkar Nagar,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_277,Lavu Sri Krishna Devarayalu,Andhra Pradesh,NARASARAOPET,Narasaraopet,Lok Sabha,174009663.1,2024-2025,Official Ministry Dataset (MP 2)
MP_278,LAXMIKANT PAPPU NISHAD,Uttar Pradesh,SANT KABIR NAGAR,Sant Kabir Nagar,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_279,LOVELY ANAND,Bihar,SHEOHAR,Sheohar,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_280,LUMBARAM,Rajasthan,JALORE,Jalore,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_281,M. MALLESH BABU,Karnataka,KOLAR(SC),Kolar(Sc),Lok Sabha,147065957.1,2024-2025,Official Ministry Dataset (MP 2)
MP_282,M.K. VISHNUPRASAD,Tamil Nadu,CUDDALORE,Cuddalore,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_283,Maddila Gurumoorthy,Andhra Pradesh,TIRUPATI(SC),Tirupati(Sc),Lok Sabha,180399007.0,2024-2025,Official Ministry Dataset (MP 2)
MP_284,MADHAVANENI RAGHUNANDAN RAO,Telangana,MEDAK,Medak,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_285,Magunta Sreenivasulu Reddy,Andhra Pradesh,ONGOLE,Ongole,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_286,Mahendra Singh Solanky,Madhya Pradesh,DEWAS(SC),Dewas(Sc),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_287,MAHESH KASHYAP,Chhattisgarh,BASTAR(ST),Bastar(St),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_288,Hon'ble Members of Parliaments,State,Constituency,Constituency,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_289,Hon'ble MP,Maharashtra,Constituency,Constituency,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_290,Mahesh Sharma,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Gautam Buddha Nagar,Lok Sabha,148816284.1,2024-2025,Official Ministry Dataset (MP 2)
MP_291,MAHIMA KUMARI MEWAR,Rajasthan,RAJSAMAND,Rajsamand,Lok Sabha,183892143.0,2024-2025,Official Ministry Dataset (MP 2)
MP_292,Mala Rajya Laxmi Shah,Uttarakhand,TEHRI GARHWAL,Tehri Garhwal,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_293,Mala Roy,West Bengal,KOLKATA DAKSHIN,Kolkata Dakshin,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_294,MALAIYARASAN D,Tamil Nadu,KALLAKURICHI,Kallakurichi,Lok Sabha,176686299.0,2024-2025,Official Ministry Dataset (MP 2)
MP_295,MALVIKA DEVI,Odisha,KALAHANDI,Kalahandi,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_296,MALVINDER SINGH KANG,Punjab,ANANDPUR SAHIB,Anandpur Sahib,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_297,MANI. A.,Tamil Nadu,DHARAMAPURI,Dharamapuri,Lok Sabha,164515071.1,2024-2025,Official Ministry Dataset (MP 2)
MP_298,Manickam Tagore B,Tamil Nadu,VIRUDHUNAGAR,Virudhunagar,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_299,MANISH JAISWAL,Jharkhand,HAZARIBAGH,Hazaribagh,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_300,MANISH TEWARI,Chandigarh,CHANDIGARH,Chandigarh,Lok Sabha,178351443.8,2024-2025,Official Ministry Dataset (MP 2)
MP_301,MANJU SHARMA,Rajasthan,JAIPUR,Jaipur,Lok Sabha,167082901.1,2024-2025,Official Ministry Dataset (MP 2)
MP_302,MANNA LAL RAWAT,Rajasthan,UDAIPUR(ST),Udaipur(St),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_303,MANOHAR LAL,Haryana,KARNAL,Karnal,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_304,MANOJ KUMAR,Bihar,SASARAM(SC),Sasaram(Sc),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_305,MANOJ TIGGA,West Bengal,ALIPURDUARS(ST),Alipurduars(St),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_306,Manoj Tiwari,Delhi,NORTH EAST DELHI,North East Delhi,Lok Sabha,225843858.0,2024-2025,Official Ministry Dataset (MP 2)
MP_307,Mansukhbhai Dhanjibhai Vasava,Gujarat,BHARUCH,Bharuch,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_308,MIAN ALTAF AHMAD,Jammu And Kashmir,ANANTNAG,Anantnag,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_309,Midhun Reddy,Andhra Pradesh,RAJAMPET,Rajampet,Lok Sabha,178951477.1,2024-2025,Official Ministry Dataset (MP 2)
MP_310,MISHA BHARTI,Bihar,PATALIPUTRA,Pataliputra,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_311,Mitesh Rameshbhai Bakabhai Patel,Gujarat,ANAND,Anand,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_312,Mohamed Haneefa,Ladakh,LADAKH,Ladakh,Lok Sabha,161114542.0,2024-2025,Official Ministry Dataset (MP 2)
MP_313,MOHIBBULLAH,Uttar Pradesh,RAMPUR,Rampur,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_314,MOHITE PATIL DHAIRYASHEEL RAJSINH,Maharashtra,MADHA,Madha,Lok Sabha,195613601.7,2024-2025,Official Ministry Dataset (MP 2)
MP_315,Mr Gopal Jee Thakur,Bihar,DARBHANGA,Darbhanga,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_316,Ms Mahua Moitra,West Bengal,KRISHNANAGAR,Krishnanagar,Lok Sabha,159865046.0,2024-2025,Official Ministry Dataset (MP 2)
MP_317,MUHAMMED HAMDULLAH SAYEED,Lakshadweep,LAKSHADWEEP(ST),Lakshadweep(St),Lok Sabha,153942460.4,2024-2025,Official Ministry Dataset (MP 2)
MP_318,Mukesh Rajput,Uttar Pradesh,FARRUKHABAD,Farrukhabad,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_319,MUKESHKUMAR CHANDRAKAANT DALAL,Gujarat,SURAT,Surat,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_320,Hon'ble Members of Parliaments,State,Constituency,Constituency,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_321,Hon'ble MP,Maharashtra,Constituency,Constituency,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_322,MURARI LAL MEENA,Rajasthan,DAUSA(ST),Dausa(St),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_323,MURASOLI S,Tamil Nadu,THANJAVUR,Thanjavur,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_324,MURLIDHAR MOHOL,Maharashtra,PUNE,Pune,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_325,NABA CHARAN MAJHI,Odisha,MAYURBHANJ (ST),Mayurbhanj (St),Lok Sabha,147563957.1,2024-2025,Official Ministry Dataset (MP 2)
MP_326,NALIN SOREN,Jharkhand,DUMKA(ST),Dumka(St),Lok Sabha,147364097.1,2024-2025,Official Ministry Dataset (MP 2)
MP_327,NARAYAN DAS AHIRWAR,Uttar Pradesh,JALAUN(SC),Jalaun(Sc),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_328,NARAYAN TATU RANE,Maharashtra,RATNAGIRI-SINDHUDURG,Ratnagiri-Sindhudurg,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_329,NARESH CHANDRA UTTAM PATEL,Uttar Pradesh,FATEHPUR,Fatehpur,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_330,NARESH GANPAT MHASKE,Maharashtra,THANE,Thane,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_331,NAVEEN JINDAL,Haryana,KURUKSHETRA,Kurukshetra,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_332,NEERAJ MAURYA,Uttar Pradesh,AONLA,Aonla,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_333,NILESH DNYANDEV LANKE,Maharashtra,AHMEDNAGAR,Ahmednagar,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_334,NIMUBEN JAYANTIBHAI BAMBHANIYA,Gujarat,BHAVNAGAR,Bhavnagar,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_335,Nishikant Dubey,Jharkhand,GODDA,Godda,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_336,Nitin Jairam Gadkari,Maharashtra,NAGPUR,Nagpur,Lok Sabha,168195086.1,2024-2025,Official Ministry Dataset (MP 2)
MP_337,Nityanand Rai,Bihar,UJJARPUR,Ujjarpur,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_338,Om Birla,Rajasthan,KOTA,Kota,Lok Sabha,163906956.6,2024-2025,Official Ministry Dataset (MP 2)
MP_339,Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,Maharashtra,OSMANABAD,Osmanabad,Lok Sabha,184758519.1,2024-2025,Official Ministry Dataset (MP 2)
MP_340,P C Mohan,Karnataka,BANGALORE CENTRAL,Bangalore Central,Lok Sabha,159995711.1,2024-2025,Official Ministry Dataset (MP 2)
MP_341,Pankaj Chowdhary,Uttar Pradesh,MAHARAJGANJ_UP,Maharajganj,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_342,PARIMAL SUKLABAIDYA,Assam,SILCHAR,Silchar,Lok Sabha,148300157.1,2024-2025,Official Ministry Dataset (MP 2)
MP_343,PARSHOTTAMBHAI RUPALA,Gujarat,RAJKOT,Rajkot,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_344,PARTHA BHOWMICK,West Bengal,BARRACKPUR,Barrackpur,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_345,Parvatagouda Chandanagouda Gaddigoudar,Karnataka,BAGALKOT,Bagalkot,Lok Sabha,167541747.1,2024-2025,Official Ministry Dataset (MP 2)
MP_346,PATEL UMESHBHAI BABUBHAI,The Dadra And Nagar Haveli And,DAMAN and DIU,Daman And Diu,Lok Sabha,245063957.0,2024-2025,Official Ministry Dataset (MP 2)
MP_347,Hon'ble MP,Daman And Diu,Constituency,Constituency,Lok Sabha,,2024-2025,Official Ministry Dataset (MP 2)
MP_348,PATHAN YUSUF,West Bengal,BAHARAMPUR,Baharampur,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_349,PHANI BHUSAN CHOUDHURY,Assam,BARPETA,Barpeta,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
