document_id,project_id,document_type,vendor_name,category,extracted_amount_inr,sanctioned_amount_inr,consistency_score,mismatch_flag,file_name
DOC0000566,PRJ000283,UTILIZATION_CERTIFICATE,Madurai District Rural Development Agency (DRDA),HEALTHCARE,3558422.88,4230000.0,97.0,False,Utilization_Certificate_PRJ000283.pdf
DOC0000567,PRJ000284,PURCHASE_BILL,MedTech Healthcare Infrastructure Ltd,HEALTHCARE,1500000.0,1500000.0,95.9,False,Purchase_Bill_PRJ000284.pdf
DOC0000568,PRJ000284,UTILIZATION_CERTIFICATE,Chennai State Water Supply & Sanitation Board (WSSB),HEALTHCARE,1138500.0,1500000.0,99.4,False,Utilization_Certificate_PRJ000284.pdf
DOC0000569,PRJ000285,PURCHASE_BILL,ProSport Infrastructure & Turf Solutions,SPORTS_FACILITY,1290000.0,1290000.0,94.3,False,Purchase_Bill_PRJ000285.pdf
DOC0000570,PRJ000285,UTILIZATION_CERTIFICATE,Hisar Municipal Corporation Infrastructure Cell,SPORTS_FACILITY,496650.0,1290000.0,90.3,False,Utilization_Certificate_PRJ000285.pdf
DOC0000571,PRJ000286,PURCHASE_BILL,TechLine IT & Lab Equipment Solutions Pvt Ltd,SCHOOL_INFRASTRUCTURE,3310000.0,3310000.0,92.7,False,Purchase_Bill_PRJ000286.pdf
DOC0000572,PRJ000286,UTILIZATION_CERTIFICATE,Ambala State Water Supply & Sanitation Board (WSSB),SCHOOL_INFRASTRUCTURE,1883390.0,3310000.0,95.9,False,Utilization_Certificate_PRJ000286.pdf
DOC0000573,PRJ000287,PURCHASE_BILL,TechLine IT & Lab Equipment Solutions Pvt Ltd,SCHOOL_INFRASTRUCTURE,2110000.0,2110000.0,95.1,False,Purchase_Bill_PRJ000287.pdf
DOC0000574,PRJ000287,UTILIZATION_CERTIFICATE,Hisar Public Works Department (PWD),SCHOOL_INFRASTRUCTURE,571810.0,2110000.0,91.1,False,Utilization_Certificate_PRJ000287.pdf
DOC0000575,PRJ000288,PURCHASE_BILL,Paramount Multi-Sector Construction Ltd,COMMUNITY_HALL,1990000.0,1990000.0,88.5,False,Purchase_Bill_PRJ000288.pdf
DOC0000576,PRJ000288,UTILIZATION_CERTIFICATE,Thane District Rural Development Agency (DRDA),COMMUNITY_HALL,600980.0,1990000.0,90.3,False,Utilization_Certificate_PRJ000288.pdf
DOC0000577,PRJ000289,PURCHASE_BILL,MedTech Healthcare Infrastructure Ltd,HEALTHCARE,860000.0,860000.0,93.5,False,Purchase_Bill_PRJ000289.pdf
DOC0000578,PRJ000289,UTILIZATION_CERTIFICATE,Aurangabad State Water Supply & Sanitation Board (WSSB),HEALTHCARE,860000.0,860000.0,99.7,False,Utilization_Certificate_PRJ000289.pdf
DOC0000579,PRJ000290,PURCHASE_BILL,SwachhBharat Sanitation Infra Ltd,PUBLIC_TOILET,1570000.0,1570000.0,88.8,False,Purchase_Bill_PRJ000290.pdf
DOC0000580,PRJ000290,UTILIZATION_CERTIFICATE,Varanasi State Water Supply & Sanitation Board (WSSB),PUBLIC_TOILET,1177500.0,1570000.0,92.7,False,Utilization_Certificate_PRJ000290.pdf
DOC0000581,PRJ000291,PURCHASE_BILL,CleanWater Sanitation & Drainage Works Pvt Ltd,SANITATION,4370000.0,4370000.0,91.5,False,Purchase_Bill_PRJ000291.pdf
DOC0000582,PRJ000291,UTILIZATION_CERTIFICATE,Varanasi State Water Supply & Sanitation Board (WSSB),SANITATION,1040060.0,4370000.0,94.0,False,Utilization_Certificate_PRJ000291.pdf
DOC0000583,PRJ000292,PURCHASE_BILL,ProSport Infrastructure & Turf Solutions,SPORTS_FACILITY,7980000.0,7980000.0,95.2,False,Purchase_Bill_PRJ000292.pdf
DOC0000584,PRJ000292,UTILIZATION_CERTIFICATE,Varanasi District Rural Development Agency (DRDA),SPORTS_FACILITY,11092200.0,7980000.0,94.2,False,Utilization_Certificate_PRJ000292.pdf
DOC0000585,PRJ000293,PURCHASE_BILL,Paramount Multi-Sector Construction Ltd,SOLAR_ENERGY,700000.0,700000.0,90.9,False,Purchase_Bill_PRJ000293.pdf
DOC0000586,PRJ000293,UTILIZATION_CERTIFICATE,Ujjain District Rural Development Agency (DRDA),SOLAR_ENERGY,233100.0,700000.0,97.5,False,Utilization_Certificate_PRJ000293.pdf
DOC0000587,PRJ000294,PURCHASE_BILL,BridgeTech Structures Pvt Ltd,BRIDGE,4060000.0,4060000.0,93.2,False,Purchase_Bill_PRJ000294.pdf
DOC0000588,PRJ000294,UTILIZATION_CERTIFICATE,Ujjain District Rural Development Agency (DRDA),BRIDGE,1270780.0,4060000.0,94.4,False,Utilization_Certificate_PRJ000294.pdf
DOC0000589,PRJ000295,PURCHASE_BILL,BridgeTech Structures Pvt Ltd,BRIDGE,6240000.0,6240000.0,92.7,False,Purchase_Bill_PRJ000295.pdf
DOC0000590,PRJ000295,UTILIZATION_CERTIFICATE,Thane District Rural Development Agency (DRDA),BRIDGE,5728144.71,6240000.0,94.4,False,Utilization_Certificate_PRJ000295.pdf
DOC0000591,PRJ000296,PURCHASE_BILL,SwachhBharat Sanitation Infra Ltd,PUBLIC_TOILET,7640000.0,7640000.0,96.1,False,Purchase_Bill_PRJ000296.pdf
DOC0000592,PRJ000296,UTILIZATION_CERTIFICATE,Mumbai Municipal Corporation Infrastructure Cell,PUBLIC_TOILET,1741920.0,7640000.0,97.3,False,Utilization_Certificate_PRJ000296.pdf
DOC0000593,PRJ000297,PURCHASE_BILL,TechLine IT & Lab Equipment Solutions Pvt Ltd,SCHOOL_INFRASTRUCTURE,4220000.0,4220000.0,95.6,False,Purchase_Bill_PRJ000297.pdf
DOC0000594,PRJ000297,UTILIZATION_CERTIFICATE,Thane Public Works Department (PWD),SCHOOL_INFRASTRUCTURE,1899000.0,4220000.0,91.3,False,Utilization_Certificate_PRJ000297.pdf
DOC0000595,PRJ000298,PURCHASE_BILL,SwachhBharat Sanitation Infra Ltd,PUBLIC_TOILET,1110000.0,1110000.0,94.8,False,Purchase_Bill_PRJ000298.pdf
DOC0000596,PRJ000298,UTILIZATION_CERTIFICATE,Thane District Rural Development Agency (DRDA),PUBLIC_TOILET,893563.07,1110000.0,99.4,False,Utilization_Certificate_PRJ000298.pdf
DOC0000597,PRJ000299,PURCHASE_BILL,MedTech Healthcare Infrastructure Ltd,HEALTHCARE,3410000.0,3410000.0,95.2,False,Purchase_Bill_PRJ000299.pdf
DOC0000598,PRJ000299,UTILIZATION_CERTIFICATE,Thane District Rural Development Agency (DRDA),HEALTHCARE,4057900.0,3410000.0,93.1,False,Utilization_Certificate_PRJ000299.pdf
DOC0000599,PRJ000300,PURCHASE_BILL,BridgeTech Structures Pvt Ltd,BRIDGE,3500000.0,3500000.0,92.0,False,Purchase_Bill_PRJ000300.pdf
DOC0000600,PRJ000300,UTILIZATION_CERTIFICATE,Hisar Public Works Department (PWD),BRIDGE,2625000.0,3500000.0,94.4,False,Utilization_Certificate_PRJ000300.pdf
DOC0000601,PRJ000301,PURCHASE_BILL,National Civic Infrastructure Developers,COMMUNITY_HALL,4720000.0,4720000.0,91.3,False,Purchase_Bill_PRJ000301.pdf
DOC0000602,PRJ000301,UTILIZATION_CERTIFICATE,Hisar Municipal Corporation Infrastructure Cell,COMMUNITY_HALL,2959440.0,4720000.0,94.9,False,Utilization_Certificate_PRJ000301.pdf
DOC0000603,PRJ000302,PURCHASE_BILL,National Civic Infrastructure Developers,COMMUNITY_HALL,6420000.0,6420000.0,95.3,False,Purchase_Bill_PRJ000302.pdf
DOC0000604,PRJ000302,UTILIZATION_CERTIFICATE,Hisar Public Works Department (PWD),COMMUNITY_HALL,2889000.0,6420000.0,92.6,False,Utilization_Certificate_PRJ000302.pdf
DOC0000605,PRJ000303,PURCHASE_BILL,ProSport Infrastructure & Turf Solutions,SPORTS_FACILITY,4160000.0,4160000.0,95.4,False,Purchase_Bill_PRJ000303.pdf
DOC0000606,PRJ000303,UTILIZATION_CERTIFICATE,Mysuru District Rural Development Agency (DRDA),SPORTS_FACILITY,4992000.0,4160000.0,99.2,False,Utilization_Certificate_PRJ000303.pdf
DOC0000607,PRJ000304,PURCHASE_BILL,SwachhBharat Sanitation Infra Ltd,PUBLIC_TOILET,1770000.0,1770000.0,94.8,False,Purchase_Bill_PRJ000304.pdf
DOC0000608,PRJ000304,UTILIZATION_CERTIFICATE,Hubballi State Water Supply & Sanitation Board (WSSB),PUBLIC_TOILET,1770000.0,1770000.0,91.2,False,Utilization_Certificate_PRJ000304.pdf
DOC0000609,PRJ000305,PURCHASE_BILL,TechLine IT & Lab Equipment Solutions Pvt Ltd,SCHOOL_INFRASTRUCTURE,6700000.0,6700000.0,96.4,False,Purchase_Bill_PRJ000305.pdf
DOC0000610,PRJ000305,UTILIZATION_CERTIFICATE,Mysuru District Rural Development Agency (DRDA),SCHOOL_INFRASTRUCTURE,3015000.0,6700000.0,90.9,False,Utilization_Certificate_PRJ000305.pdf
DOC0000611,PRJ000306,PURCHASE_BILL,AquaPure Water Systems & Drilling Corp,WATER_SUPPLY,2060000.0,2060000.0,92.8,False,Purchase_Bill_PRJ000306.pdf
DOC0000612,PRJ000306,UTILIZATION_CERTIFICATE,Mysuru District Rural Development Agency (DRDA),WATER_SUPPLY,927000.0,2060000.0,94.7,False,Utilization_Certificate_PRJ000306.pdf
DOC0000613,PRJ000307,PURCHASE_BILL,CleanWater Sanitation & Drainage Works Pvt Ltd,SANITATION,4570000.0,4570000.0,90.8,False,Purchase_Bill_PRJ000307.pdf
DOC0000614,PRJ000307,UTILIZATION_CERTIFICATE,Guwahati District Rural Development Agency (DRDA),SANITATION,6169500.0,4570000.0,90.2,False,Utilization_Certificate_PRJ000307.pdf
DOC0000615,PRJ000308,PURCHASE_BILL,SmartTransit Urban Infra Solutions,BUS_SHELTER,6010000.0,6010000.0,88.6,False,Purchase_Bill_PRJ000308.pdf
DOC0000616,PRJ000308,UTILIZATION_CERTIFICATE,Guwahati District Rural Development Agency (DRDA),BUS_SHELTER,4904160.0,6010000.0,90.3,False,Utilization_Certificate_PRJ000308.pdf
DOC0000617,PRJ000309,PURCHASE_BILL,ProSport Infrastructure & Turf Solutions,SPORTS_FACILITY,5470000.0,5470000.0,91.2,False,Purchase_Bill_PRJ000309.pdf
DOC0000618,PRJ000309,UTILIZATION_CERTIFICATE,Jorhat State Water Supply & Sanitation Board (WSSB),SPORTS_FACILITY,3303880.0,5470000.0,93.4,False,Utilization_Certificate_PRJ000309.pdf
DOC0000619,PRJ000310,PURCHASE_BILL,AquaPure Water Systems & Drilling Corp,WATER_SUPPLY,6600000.0,6600000.0,94.5,False,Purchase_Bill_PRJ000310.pdf
DOC0000620,PRJ000310,UTILIZATION_CERTIFICATE,Silchar Municipal Corporation Infrastructure Cell,WATER_SUPPLY,4349400.0,6600000.0,92.6,False,Utilization_Certificate_PRJ000310.pdf
DOC0000621,PRJ000311,PURCHASE_BILL,UrbanDrain Civil Engineering Co,DRAINAGE,1870000.0,1870000.0,92.6,False,Purchase_Bill_PRJ000311.pdf
DOC0000622,PRJ000311,UTILIZATION_CERTIFICATE,Kolkata District Rural Development Agency (DRDA),DRAINAGE,1580150.0,1870000.0,94.3,False,Utilization_Certificate_PRJ000311.pdf
DOC0000623,PRJ000312,PURCHASE_BILL,AquaPure Water Systems & Drilling Corp,WATER_SUPPLY,3350000.0,3350000.0,97.6,False,Purchase_Bill_PRJ000312.pdf
DOC0000624,PRJ000312,UTILIZATION_CERTIFICATE,Darjeeling Public Works Department (PWD),WATER_SUPPLY,1216050.0,3350000.0,91.3,False,Utilization_Certificate_PRJ000312.pdf
DOC0000625,PRJ000313,PURCHASE_BILL,BridgeTech Structures Pvt Ltd,BRIDGE,2920000.0,2920000.0,97.0,False,Purchase_Bill_PRJ000313.pdf
DOC0000626,PRJ000313,UTILIZATION_CERTIFICATE,Kolkata District Rural Development Agency (DRDA),BRIDGE,4234000.0,2920000.0,98.5,False,Utilization_Certificate_PRJ000313.pdf
DOC0000627,PRJ000314,PURCHASE_BILL,MedTech Healthcare Infrastructure Ltd,HEALTHCARE,3370000.0,3370000.0,94.6,False,Purchase_Bill_PRJ000314.pdf
DOC0000628,PRJ000314,UTILIZATION_CERTIFICATE,Chandigarh State Water Supply & Sanitation Board (WSSB),HEALTHCARE,2426400.0,3370000.0,93.4,False,Utilization_Certificate_PRJ000314.pdf
DOC0000629,PRJ000315,PURCHASE_BILL,TechLine IT & Lab Equipment Solutions Pvt Ltd,SCHOOL_INFRASTRUCTURE,5980000.0,5980000.0,91.3,False,Purchase_Bill_PRJ000315.pdf
DOC0000630,PRJ000315,UTILIZATION_CERTIFICATE,Jalandhar Public Works Department (PWD),SCHOOL_INFRASTRUCTURE,154949.31,5980000.0,93.6,False,Utilization_Certificate_PRJ000315.pdf
DOC0000631,PRJ000316,PURCHASE_BILL,National Civic Infrastructure Developers,COMMUNITY_HALL,3200000.0,3200000.0,97.4,False,Purchase_Bill_PRJ000316.pdf
DOC0000632,PRJ000316,UTILIZATION_CERTIFICATE,Amritsar District Rural Development Agency (DRDA),COMMUNITY_HALL,1177600.0,3200000.0,97.2,False,Utilization_Certificate_PRJ000316.pdf
DOC0000633,PRJ000317,PURCHASE_BILL,Paramount Multi-Sector Construction Ltd,SANITATION,2780000.0,2780000.0,97.7,False,Purchase_Bill_PRJ000317.pdf
DOC0000634,PRJ000317,UTILIZATION_CERTIFICATE,Amritsar District Rural Development Agency (DRDA),SANITATION,1139800.0,2780000.0,99.7,False,Utilization_Certificate_PRJ000317.pdf
DOC0000635,PRJ000318,PURCHASE_BILL,Apex Infracon & Highway Contractors,ROAD_CONSTRUCTION,5460000.0,5460000.0,92.0,False,Purchase_Bill_PRJ000318.pdf
DOC0000636,PRJ000318,UTILIZATION_CERTIFICATE,Muzaffarpur District Rural Development Agency (DRDA),ROAD_CONSTRUCTION,2457000.0,5460000.0,96.2,False,Utilization_Certificate_PRJ000318.pdf
DOC0000637,PRJ000319,PURCHASE_BILL,SunPower Renewable Energy Systems,SOLAR_ENERGY,2300000.0,2300000.0,96.9,False,Purchase_Bill_PRJ000319.pdf
DOC0000638,PRJ000319,UTILIZATION_CERTIFICATE,Muzaffarpur District Rural Development Agency (DRDA),SOLAR_ENERGY,2760000.0,2300000.0,98.2,False,Utilization_Certificate_PRJ000319.pdf
DOC0000639,PRJ000320,PURCHASE_BILL,National Civic Infrastructure Developers,COMMUNITY_HALL,4760000.0,4760000.0,90.2,False,Purchase_Bill_PRJ000320.pdf
DOC0000640,PRJ000320,UTILIZATION_CERTIFICATE,Mumbai Municipal Corporation Infrastructure Cell,COMMUNITY_HALL,2832200.0,4760000.0,98.4,False,Utilization_Certificate_PRJ000320.pdf
DOC0000641,PRJ000321,PURCHASE_BILL,National Civic Infrastructure Developers,COMMUNITY_HALL,6930000.0,6930000.0,89.9,False,Purchase_Bill_PRJ000321.pdf
DOC0000642,PRJ000321,UTILIZATION_CERTIFICATE,Thane District Rural Development Agency (DRDA),COMMUNITY_HALL,3499650.0,6930000.0,95.5,False,Utilization_Certificate_PRJ000321.pdf
DOC0000643,PRJ000322,PURCHASE_BILL,ProSport Infrastructure & Turf Solutions,SPORTS_FACILITY,2800000.0,2800000.0,96.0,False,Purchase_Bill_PRJ000322.pdf
DOC0000644,PRJ000322,UTILIZATION_CERTIFICATE,Thane Public Works Department (PWD),SPORTS_FACILITY,786800.0,2800000.0,98.5,False,Utilization_Certificate_PRJ000322.pdf
DOC0000645,PRJ000323,PURCHASE_BILL,Speedway Repair & Resurfacing Contractors,ROAD_REPAIR,2260000.0,2260000.0,93.0,False,Purchase_Bill_PRJ000323.pdf
DOC0000646,PRJ000323,UTILIZATION_CERTIFICATE,Thane District Rural Development Agency (DRDA),ROAD_REPAIR,2260000.0,2260000.0,94.3,False,Utilization_Certificate_PRJ000323.pdf
DOC0000647,PRJ000324,PURCHASE_BILL,Speedway Repair & Resurfacing Contractors,ROAD_REPAIR,4990000.0,4990000.0,96.8,False,Purchase_Bill_PRJ000324.pdf
DOC0000648,PRJ000324,UTILIZATION_CERTIFICATE,Muzaffarpur District Rural Development Agency (DRDA),ROAD_REPAIR,2679630.0,4990000.0,99.8,False,Utilization_Certificate_PRJ000324.pdf
DOC0000649,PRJ000325,PURCHASE_BILL,TechLine IT & Lab Equipment Solutions Pvt Ltd,SCHOOL_INFRASTRUCTURE,1310000.0,1310000.0,88.5,False,Purchase_Bill_PRJ000325.pdf
DOC0000650,PRJ000325,UTILIZATION_CERTIFICATE,Patna State Water Supply & Sanitation Board (WSSB),SCHOOL_INFRASTRUCTURE,982500.0,1310000.0,98.1,False,Utilization_Certificate_PRJ000325.pdf
DOC0000651,PRJ000326,PURCHASE_BILL,TechLine IT & Lab Equipment Solutions Pvt Ltd,SCHOOL_INFRASTRUCTURE,6219510.24,4870000.0,59.7,True,Purchase_Bill_PRJ000326.pdf
DOC0000652,PRJ000326,UTILIZATION_CERTIFICATE,Bhavnagar Municipal Corporation Infrastructure Cell,SCHOOL_INFRASTRUCTURE,2045400.0,4870000.0,99.9,False,Utilization_Certificate_PRJ000326.pdf
DOC0000653,PRJ000327,PURCHASE_BILL,CleanWater Sanitation & Drainage Works Pvt Ltd,SANITATION,4320000.0,4320000.0,97.9,False,Purchase_Bill_PRJ000327.pdf
DOC0000654,PRJ000327,UTILIZATION_CERTIFICATE,Ahmedabad Public Works Department (PWD),SANITATION,1317600.0,4320000.0,99.7,False,Utilization_Certificate_PRJ000327.pdf
DOC0000655,PRJ000328,PURCHASE_BILL,BridgeTech Structures Pvt Ltd,BRIDGE,6900000.0,6900000.0,96.8,False,Purchase_Bill_PRJ000328.pdf
DOC0000656,PRJ000328,UTILIZATION_CERTIFICATE,Ahmedabad District Rural Development Agency (DRDA),BRIDGE,4278000.0,6900000.0,92.3,False,Utilization_Certificate_PRJ000328.pdf
DOC0000657,PRJ000329,PURCHASE_BILL,SunPower Renewable Energy Systems,SOLAR_ENERGY,6590000.0,6590000.0,93.1,False,Purchase_Bill_PRJ000329.pdf
DOC0000658,PRJ000329,UTILIZATION_CERTIFICATE,Patna Municipal Corporation Infrastructure Cell,SOLAR_ENERGY,5548780.0,6590000.0,95.7,False,Utilization_Certificate_PRJ000329.pdf
DOC0000659,PRJ000330,PURCHASE_BILL,BridgeTech Structures Pvt Ltd,BRIDGE,2240000.0,2240000.0,93.3,False,Purchase_Bill_PRJ000330.pdf
DOC0000660,PRJ000330,UTILIZATION_CERTIFICATE,Patna State Water Supply & Sanitation Board (WSSB),BRIDGE,1762880.0,2240000.0,95.9,False,Utilization_Certificate_PRJ000330.pdf
DOC0000661,PRJ000331,PURCHASE_BILL,BridgeTech Structures Pvt Ltd,BRIDGE,1090000.0,1090000.0,91.6,False,Purchase_Bill_PRJ000331.pdf
DOC0000662,PRJ000331,UTILIZATION_CERTIFICATE,Muzaffarpur District Rural Development Agency (DRDA),BRIDGE,1635000.0,1090000.0,94.2,False,Utilization_Certificate_PRJ000331.pdf
DOC0000663,PRJ000332,PURCHASE_BILL,SmartTransit Urban Infra Solutions,BUS_SHELTER,1970000.0,1970000.0,88.9,False,Purchase_Bill_PRJ000332.pdf
DOC0000664,PRJ000332,UTILIZATION_CERTIFICATE,Bhagalpur Public Works Department (PWD),BUS_SHELTER,46286.86,1970000.0,96.4,False,Utilization_Certificate_PRJ000332.pdf
DOC0000665,PRJ000333,PURCHASE_BILL,AquaPure Water Systems & Drilling Corp,WATER_SUPPLY,3660000.0,3660000.0,88.0,False,Purchase_Bill_PRJ000333.pdf
DOC0000666,PRJ000333,UTILIZATION_CERTIFICATE,Bikaner Public Works Department (PWD),WATER_SUPPLY,1522560.0,3660000.0,93.2,False,Utilization_Certificate_PRJ000333.pdf
DOC0000667,PRJ000334,PURCHASE_BILL,BridgeTech Structures Pvt Ltd,BRIDGE,2530000.0,2530000.0,95.7,False,Purchase_Bill_PRJ000334.pdf
DOC0000668,PRJ000334,UTILIZATION_CERTIFICATE,Udaipur Municipal Corporation Infrastructure Cell,BRIDGE,2530000.0,2530000.0,97.7,False,Utilization_Certificate_PRJ000334.pdf
DOC0000669,PRJ000335,PURCHASE_BILL,Apex Infracon & Highway Contractors,ROAD_CONSTRUCTION,7060000.0,7060000.0,92.7,False,Purchase_Bill_PRJ000335.pdf
DOC0000670,PRJ000335,UTILIZATION_CERTIFICATE,Udaipur District Rural Development Agency (DRDA),ROAD_CONSTRUCTION,10590000.0,7060000.0,91.7,False,Utilization_Certificate_PRJ000335.pdf
DOC0000671,PRJ000336,PURCHASE_BILL,BridgeTech Structures Pvt Ltd,BRIDGE,3430000.0,3430000.0,96.4,False,Purchase_Bill_PRJ000336.pdf
DOC0000672,PRJ000336,UTILIZATION_CERTIFICATE,Udaipur Municipal Corporation Infrastructure Cell,BRIDGE,1262240.0,3430000.0,94.9,False,Utilization_Certificate_PRJ000336.pdf
DOC0000673,PRJ000337,PURCHASE_BILL,Speedway Repair & Resurfacing Contractors,ROAD_REPAIR,4450000.0,4450000.0,97.2,False,Purchase_Bill_PRJ000337.pdf
DOC0000674,PRJ000337,UTILIZATION_CERTIFICATE,Varanasi District Rural Development Agency (DRDA),ROAD_REPAIR,6630500.0,4450000.0,95.9,False,Utilization_Certificate_PRJ000337.pdf
DOC0000675,PRJ000338,PURCHASE_BILL,Apex Infracon & Highway Contractors,ROAD_CONSTRUCTION,7479359.93,6080000.0,46.4,True,Purchase_Bill_PRJ000338.pdf
DOC0000676,PRJ000338,UTILIZATION_CERTIFICATE,Varanasi District Rural Development Agency (DRDA),ROAD_CONSTRUCTION,2067200.0,6080000.0,91.4,False,Utilization_Certificate_PRJ000338.pdf
DOC0000677,PRJ000339,PURCHASE_BILL,Speedway Repair & Resurfacing Contractors,ROAD_REPAIR,6860000.0,6860000.0,95.8,False,Purchase_Bill_PRJ000339.pdf
DOC0000678,PRJ000339,UTILIZATION_CERTIFICATE,Kanpur Municipal Corporation Infrastructure Cell,ROAD_REPAIR,2538200.0,6860000.0,92.1,False,Utilization_Certificate_PRJ000339.pdf
DOC0000679,PRJ000340,PURCHASE_BILL,Paramount Multi-Sector Construction Ltd,HEALTHCARE,4350000.0,4350000.0,91.2,False,Purchase_Bill_PRJ000340.pdf
DOC0000680,PRJ000340,UTILIZATION_CERTIFICATE,Varanasi District Rural Development Agency (DRDA),HEALTHCARE,1861800.0,4350000.0,98.4,False,Utilization_Certificate_PRJ000340.pdf
DOC0000681,PRJ000341,PURCHASE_BILL,MedTech Healthcare Infrastructure Ltd,HEALTHCARE,920000.0,920000.0,91.6,False,Purchase_Bill_PRJ000341.pdf
DOC0000682,PRJ000341,UTILIZATION_CERTIFICATE,Varanasi Public Works Department (PWD),HEALTHCARE,599840.0,920000.0,92.5,False,Utilization_Certificate_PRJ000341.pdf
DOC0000683,PRJ000342,PURCHASE_BILL,UrbanDrain Civil Engineering Co,DRAINAGE,5760000.0,5760000.0,88.1,False,Purchase_Bill_PRJ000342.pdf
DOC0000684,PRJ000342,UTILIZATION_CERTIFICATE,Sagar Municipal Corporation Infrastructure Cell,DRAINAGE,4279680.0,5760000.0,99.3,False,Utilization_Certificate_PRJ000342.pdf
DOC0000685,PRJ000343,PURCHASE_BILL,Speedway Repair & Resurfacing Contractors,ROAD_REPAIR,6080000.0,6080000.0,90.7,False,Purchase_Bill_PRJ000343.pdf
DOC0000686,PRJ000343,UTILIZATION_CERTIFICATE,Ujjain District Rural Development Agency (DRDA),ROAD_REPAIR,5030222.01,6080000.0,99.8,False,Utilization_Certificate_PRJ000343.pdf
DOC0000687,PRJ000344,PURCHASE_BILL,Speedway Repair & Resurfacing Contractors,ROAD_REPAIR,7670000.0,7670000.0,95.1,False,Purchase_Bill_PRJ000344.pdf
DOC0000688,PRJ000344,UTILIZATION_CERTIFICATE,Sagar Municipal Corporation Infrastructure Cell,ROAD_REPAIR,104723.68,7670000.0,90.2,False,Utilization_Certificate_PRJ000344.pdf
DOC0000689,PRJ000345,PURCHASE_BILL,BridgeTech Structures Pvt Ltd,BRIDGE,6570000.0,6570000.0,88.6,False,Purchase_Bill_PRJ000345.pdf
DOC0000690,PRJ000345,UTILIZATION_CERTIFICATE,Ujjain District Rural Development Agency (DRDA),BRIDGE,5713850.0,6570000.0,95.4,False,Utilization_Certificate_PRJ000345.pdf
DOC0000691,PRJ000346,PURCHASE_BILL,SwachhBharat Sanitation Infra Ltd,PUBLIC_TOILET,1580000.0,1580000.0,94.9,False,Purchase_Bill_PRJ000346.pdf
DOC0000692,PRJ000346,UTILIZATION_CERTIFICATE,Dehradun District Rural Development Agency (DRDA),PUBLIC_TOILET,1001720.0,1580000.0,95.7,False,Utilization_Certificate_PRJ000346.pdf
DOC0000693,PRJ000347,PURCHASE_BILL,Apex Infracon & Highway Contractors,ROAD_CONSTRUCTION,7390000.0,7390000.0,90.0,False,Purchase_Bill_PRJ000347.pdf
DOC0000694,PRJ000347,UTILIZATION_CERTIFICATE,Dehradun Municipal Corporation Infrastructure Cell,ROAD_CONSTRUCTION,2719520.0,7390000.0,90.0,False,Utilization_Certificate_PRJ000347.pdf
DOC0000695,PRJ000348,PURCHASE_BILL,Apex Infracon & Highway Contractors,ROAD_CONSTRUCTION,7710000.0,7710000.0,97.9,False,Purchase_Bill_PRJ000348.pdf
DOC0000696,PRJ000348,UTILIZATION_CERTIFICATE,Ujjain District Rural Development Agency (DRDA),ROAD_CONSTRUCTION,11025300.0,7710000.0,95.5,False,Utilization_Certificate_PRJ000348.pdf
DOC0000697,PRJ000349,PURCHASE_BILL,UrbanDrain Civil Engineering Co,DRAINAGE,6060000.0,6060000.0,89.1,False,Purchase_Bill_PRJ000349.pdf
DOC0000698,PRJ000349,UTILIZATION_CERTIFICATE,Sagar Municipal Corporation Infrastructure Cell,DRAINAGE,2727000.0,6060000.0,97.4,False,Utilization_Certificate_PRJ000349.pdf
DOC0000699,PRJ000350,PURCHASE_BILL,SmartTransit Urban Infra Solutions,BUS_SHELTER,610000.0,610000.0,97.9,False,Purchase_Bill_PRJ000350.pdf
DOC0000700,PRJ000350,UTILIZATION_CERTIFICATE,Ujjain District Rural Development Agency (DRDA),BUS_SHELTER,786900.0,610000.0,93.8,False,Utilization_Certificate_PRJ000350.pdf
DOC0000701,PRJ000351,PURCHASE_BILL,SunPower Renewable Energy Systems,SOLAR_ENERGY,5710000.0,5710000.0,89.7,False,Purchase_Bill_PRJ000351.pdf
DOC0000702,PRJ000351,UTILIZATION_CERTIFICATE,Ujjain District Rural Development Agency (DRDA),SOLAR_ENERGY,4877182.64,5710000.0,93.3,False,Utilization_Certificate_PRJ000351.pdf
DOC0000703,PRJ000352,PURCHASE_BILL,TechLine IT & Lab Equipment Solutions Pvt Ltd,SCHOOL_INFRASTRUCTURE,6310000.0,6310000.0,97.5,False,Purchase_Bill_PRJ000352.pdf
DOC0000704,PRJ000352,UTILIZATION_CERTIFICATE,Sagar Municipal Corporation Infrastructure Cell,SCHOOL_INFRASTRUCTURE,2839500.0,6310000.0,97.9,False,Utilization_Certificate_PRJ000352.pdf
DOC0000705,PRJ000353,PURCHASE_BILL,Apex Infracon & Highway Contractors,ROAD_CONSTRUCTION,2440000.0,2440000.0,89.6,False,Purchase_Bill_PRJ000353.pdf
DOC0000706,PRJ000353,UTILIZATION_CERTIFICATE,Faridabad District Rural Development Agency (DRDA),ROAD_CONSTRUCTION,3416000.0,2440000.0,91.9,False,Utilization_Certificate_PRJ000353.pdf
DOC0000707,PRJ000354,PURCHASE_BILL,AquaPure Water Systems & Drilling Corp,WATER_SUPPLY,2490000.0,2490000.0,95.2,False,Purchase_Bill_PRJ000354.pdf
