state_ut,constituency_raw,constituency,district
Uttar Pradesh,JHANSI,Jhansi,Jhansi
Uttar Pradesh,KAIRANA,Kairana,Agra
Uttar Pradesh,KAISERGANJ,Kaiserganj,Jhansi
Uttar Pradesh,KANNAUJ,Kannauj,Jhansi
Uttar Pradesh,KANPUR,Kanpur,Kanpur Nagar
Uttar Pradesh,KAUSHAMBI(SC),Kaushambi,Jhansi
Uttar Pradesh,KHERI,Kheri,Bareilly
Uttar Pradesh,KUSHI NAGAR,Kushi Nagar,Meerut
Uttar Pradesh,LALGANJ (SC),Lalganj,Kanpur Nagar
Uttar Pradesh,LUCKNOW,Lucknow,Lucknow
Uttar Pradesh,MACHHLISHAHR(SC),Machhlishahr,Ayodhya
Uttar Pradesh,MAHARAJGANJ_UP,Maharajganj_up,Azamgarh
Uttar Pradesh,MAINPURI,Mainpuri,Lucknow
Uttar Pradesh,MATHURA,Mathura,Mathura
Uttar Pradesh,MEERUT,Meerut,Meerut
Uttar Pradesh,MIRZAPUR,Mirzapur,Mathura
Uttar Pradesh,MISRIKH(SC),Misrikh,Lucknow
Uttar Pradesh,MOHANLALGANJ(SC),Mohanlalganj,Mathura
Uttar Pradesh,MORADABAD,Moradabad,Moradabad
Uttar Pradesh,MUZAFFARNAGAR,Muzaffarnagar,Lucknow
Uttar Pradesh,NAGINA(SC),Nagina,Moradabad
Uttar Pradesh,PHULPUR,Phulpur,Ghaziabad
Uttar Pradesh,PILIBHIT,Pilibhit,Moradabad
Uttar Pradesh,PRATAPGARH,Pratapgarh,Azamgarh
Uttar Pradesh,RAE BARELI,Rae Bareli,Bareilly
Uttar Pradesh,RAMPUR,Rampur,Ghaziabad
Uttar Pradesh,ROBERTSGANJ(SC),Robertsganj,Kanpur Nagar
Uttar Pradesh,SAHARANPUR,Saharanpur,Varanasi
Uttar Pradesh,SALEMPUR,Salempur,Meerut
Uttar Pradesh,SAMBHAL,Sambhal,Gorakhpur
Uttar Pradesh,SANT KABIR NAGAR,Sant Kabir Nagar,Aligarh
Uttar Pradesh,SHAHJAHANPUR(SC),Shahjahanpur,Aligarh
Uttar Pradesh,SHRAWASTI,Shrawasti,Lucknow
Uttar Pradesh,SITAPUR,Sitapur,Ghaziabad
Uttar Pradesh,SULTANPUR,Sultanpur,Ghaziabad
Uttar Pradesh,UNNAO,Unnao,Varanasi
Uttar Pradesh,Uttar Pradesh,Uttar Pradesh,Ayodhya
Uttar Pradesh,VARANASI,Varanasi,Varanasi
Uttarakhand,ALMORA(SC),Almora,Almora
Uttarakhand,GARHWAL,Garhwal,Pauri Garhwal
Uttarakhand,HARDWAR,Hardwar,Udham Singh Nagar
Uttarakhand,NAINITAL UDHAM SINGH NAG.,Nainital Udham Singh Nag.,Nainital
Uttarakhand,TEHRI GARHWAL,Tehri Garhwal,Pauri Garhwal
Uttarakhand,Uttarakhand,Uttarakhand,Haridwar
West Bengal,ALIPURDUARS(ST),Alipurduars,Hooghly
West Bengal,ARAMBAG(SC),Arambag,Murshidabad
West Bengal,ASANSOL,Asansol,South 24 Parganas
West Bengal,BAHARAMPUR,Baharampur,South 24 Parganas
West Bengal,BALURGHAT,Balurghat,Purba Medinipur
West Bengal,BANGAON(SC),Bangaon,Nadia
West Bengal,BANKURA,Bankura,North 24 Parganas
West Bengal,BARASAT,Barasat,North 24 Parganas
West Bengal,BARDHAMAN PURBA(SC),Bardhaman Purba,Bardhaman
West Bengal,BARDHAMAN-DURGAPUR,Bardhaman-Durgapur,Bardhaman
West Bengal,BARRACKPUR,Barrackpur,South 24 Parganas
West Bengal,BASIRHAT,Basirhat,Hooghly
West Bengal,BIRBHUM,Birbhum,Kolkata
West Bengal,BISHNUPUR(SC),Bishnupur,Bardhaman
West Bengal,BOLPUR(SC),Bolpur,Kolkata
West Bengal,COOCHBEHAR(SC),Coochbehar,South 24 Parganas
West Bengal,DARJEELING,Darjeeling,Darjeeling
West Bengal,DIAMOND HARBOUR,Diamond Harbour,Bardhaman
West Bengal,DUM DUM,Dum Dum,Hooghly
West Bengal,GHATAL,Ghatal,Kolkata
West Bengal,HOOGHLY,Hooghly,Hooghly
West Bengal,HOWRAH,Howrah,Howrah
West Bengal,JADAVPUR,Jadavpur,South 24 Parganas
West Bengal,JALPAIGURI(SC),Jalpaiguri,Bardhaman
West Bengal,JANGIPUR,Jangipur,Murshidabad
West Bengal,JHARGRAM(ST),Jhargram,North 24 Parganas
West Bengal,JOYNAGAR(SC),Joynagar,Murshidabad
West Bengal,KANTHI,Kanthi,Kolkata
West Bengal,KOLKATA DAKSHIN,Kolkata Dakshin,Kolkata
West Bengal,KOLKATA UTTAR,Kolkata Uttar,Kolkata
West Bengal,KRISHNANAGAR,Krishnanagar,Darjeeling
West Bengal,MALDAHA DAKSHIN,Maldaha Dakshin,North 24 Parganas
West Bengal,MALDAHA UTTAR,Maldaha Uttar,Murshidabad
West Bengal,MATHURAPUR(SC),Mathurapur,Murshidabad
West Bengal,MEDINIPUR,Medinipur,Purba Medinipur
West Bengal,MURSHIDABAD,Murshidabad,Murshidabad
West Bengal,PURULIA,Purulia,North 24 Parganas
West Bengal,RAIGANJ,Raiganj,Purba Medinipur
West Bengal,RANAGHAT(SC),Ranaghat,Bardhaman
West Bengal,SREERAMPUR,Sreerampur,Howrah
West Bengal,TAMLUK,Tamluk,Hooghly
West Bengal,ULUBERIA,Uluberia,Nadia
West Bengal,West Bengal,West Bengal,North 24 Parganas
