entity_id,entity_name,entity_type,state_ut,district,entity_status
SYN_CONTRACTOR_124,"M/s Annapurna Civil Works, Cuddalore",CONTRACTOR,Tamil Nadu,Cuddalore,ACTIVE
SYN_CONTRACTOR_125,"M/s Sai Krishna Infra Projects, Gaya",CONTRACTOR,Bihar,Gaya,ACTIVE
SYN_CONTRACTOR_126,"M/s Sundaram Engineering Works, Ayodhya",CONTRACTOR,Uttar Pradesh,Ayodhya,ACTIVE
SYN_CONTRACTOR_127,"M/s Om Sai Constructions, Ayodhya",CONTRACTOR,Uttar Pradesh,Ayodhya,ACTIVE
SYN_CONTRACTOR_128,"M/s Bhoomi Infra Projects, Jamnagar",CONTRACTOR,Gujarat,Jamnagar,ACTIVE
SYN_CONTRACTOR_129,"M/s Chetak Civil Works, Gaya",CONTRACTOR,Bihar,Gaya,ACTIVE
SYN_CONTRACTOR_130,"M/s Bhoomi Civil Works, Ayodhya",CONTRACTOR,Uttar Pradesh,Ayodhya,ACTIVE
SYN_CONTRACTOR_131,"M/s Sri Balaji Constructions, Ayodhya",CONTRACTOR,Uttar Pradesh,Ayodhya,ACTIVE
SYN_CONTRACTOR_132,"M/s Uday Infrastructure Pvt Ltd, Saran",CONTRACTOR,Bihar,Saran,ACTIVE
SYN_CONTRACTOR_133,"M/s Konark Engineering Works, Solapur",CONTRACTOR,Maharashtra,Solapur,ACTIVE
SYN_CONTRACTOR_134,"M/s Annapurna Infra Projects, Kottayam",CONTRACTOR,Kerala,Kottayam,ACTIVE
SYN_CONTRACTOR_135,"M/s Om Sai Builders, Saran",CONTRACTOR,Bihar,Saran,ACTIVE
SYN_CONTRACTOR_136,"M/s Maruti Engineering Works, Kottayam",CONTRACTOR,Kerala,Kottayam,ACTIVE
SYN_CONTRACTOR_137,"M/s Sai Krishna Infrastructure Pvt Ltd, Prayagraj",CONTRACTOR,Uttar Pradesh,Prayagraj,ACTIVE
SYN_CONTRACTOR_138,"M/s Guru Kripa Builders, Chennai",CONTRACTOR,Tamil Nadu,Chennai,ACTIVE
SYN_CONTRACTOR_139,"M/s Indus Constructions, Saran",CONTRACTOR,Bihar,Saran,ACTIVE
SYN_CONTRACTOR_140,"M/s Ganesh Constructions, Saran",CONTRACTOR,Bihar,Saran,ACTIVE
SYN_CONTRACTOR_141,"M/s Sri Balaji Civil Works, Balasore",CONTRACTOR,Odisha,Balasore,ACTIVE
SYN_CONTRACTOR_142,"M/s Bhoomi Engineering Works, Balasore",CONTRACTOR,Odisha,Balasore,ACTIVE
SYN_CONTRACTOR_143,"M/s Chetak Infrastructure Pvt Ltd, Thanjavur",CONTRACTOR,Tamil Nadu,Thanjavur,ACTIVE
SYN_CONTRACTOR_144,"M/s Yashoda Builders, Chittoor",CONTRACTOR,Andhra Pradesh,Chittoor,ACTIVE
SYN_CONTRACTOR_145,"M/s Trimurti Infra Projects, Ayodhya",CONTRACTOR,Uttar Pradesh,Ayodhya,ACTIVE
SYN_CONTRACTOR_146,"M/s Raghav Infrastructure Pvt Ltd, Indore",CONTRACTOR,Madhya Pradesh,Indore,UNDER_REVIEW
SYN_CONTRACTOR_147,"M/s Narayan Engineering Works, Ayodhya",CONTRACTOR,Uttar Pradesh,Ayodhya,ACTIVE
SYN_CONTRACTOR_148,"M/s Kalyan Constructions, Bareilly",CONTRACTOR,Uttar Pradesh,Bareilly,UNDER_REVIEW
SYN_CONTRACTOR_149,"M/s Indus Civil Works, Bhagalpur",CONTRACTOR,Bihar,Bhagalpur,ACTIVE
SYN_CONTRACTOR_150,"M/s Bhagyalakshmi Civil Works, Cuddalore",CONTRACTOR,Tamil Nadu,Cuddalore,ACTIVE
SYN_CONTRACTOR_151,"M/s Vishwakarma Engineering Works, Cuddalore",CONTRACTOR,Tamil Nadu,Cuddalore,UNDER_REVIEW
SYN_CONTRACTOR_152,"M/s Ganesh Infrastructure Pvt Ltd, Cuddalore",CONTRACTOR,Tamil Nadu,Cuddalore,ACTIVE
SYN_CONTRACTOR_153,"M/s Shanti Builders, Ayodhya",CONTRACTOR,Uttar Pradesh,Ayodhya,SUSPENDED
SYN_CONTRACTOR_154,"M/s Guru Kripa Infra Projects, Amritsar",CONTRACTOR,Punjab,Amritsar,UNDER_REVIEW
SYN_CONTRACTOR_155,"M/s Amrit Infrastructure Pvt Ltd, Amritsar",CONTRACTOR,Punjab,Amritsar,ACTIVE
SYN_CONTRACTOR_156,"M/s Venkateshwara Engineering Works, Cuddalore",CONTRACTOR,Tamil Nadu,Cuddalore,ACTIVE
SYN_CONTRACTOR_157,"M/s Navdurga Constructions, Jammu",CONTRACTOR,Jammu And Kashmir,Jammu,ACTIVE
SYN_CONTRACTOR_158,"M/s Raghav Civil Works, Bhagalpur",CONTRACTOR,Bihar,Bhagalpur,ACTIVE
SYN_CONTRACTOR_159,"M/s Mahaveer Engineering Works, Sonitpur",CONTRACTOR,Assam,Sonitpur,ACTIVE
SYN_CONTRACTOR_160,"M/s Raghav Infra Projects, Hassan",CONTRACTOR,Karnataka,Hassan,ACTIVE
SYN_CONTRACTOR_161,"M/s Trimurti Builders, Kottayam",CONTRACTOR,Kerala,Kottayam,ACTIVE
SYN_CONTRACTOR_162,"M/s Kalyan Engineering Works, Kottayam",CONTRACTOR,Kerala,Kottayam,ACTIVE
SYN_CONTRACTOR_163,"M/s Narayan Infrastructure Pvt Ltd, Kannur",CONTRACTOR,Kerala,Kannur,ACTIVE
SYN_CONTRACTOR_164,"M/s Guru Kripa Civil Works, Kolhapur",CONTRACTOR,Maharashtra,Kolhapur,ACTIVE
SYN_CONTRACTOR_165,"M/s Indus Constructions, Varanasi",CONTRACTOR,Uttar Pradesh,Varanasi,ACTIVE
SYN_CONTRACTOR_166,"M/s Venkateshwara Infrastructure Pvt Ltd, Solapur",CONTRACTOR,Maharashtra,Solapur,ACTIVE
SYN_CONTRACTOR_167,"M/s Amrit Infra Projects, Kolhapur",CONTRACTOR,Maharashtra,Kolhapur,ACTIVE
SYN_CONTRACTOR_168,"M/s Bhagyalakshmi Infra Projects, Ahmedabad",CONTRACTOR,Gujarat,Ahmedabad,UNDER_REVIEW
SYN_CONTRACTOR_169,"M/s Jai Bharat Civil Works, Ahmedabad",CONTRACTOR,Gujarat,Ahmedabad,ACTIVE
SYN_CONTRACTOR_170,"M/s Bhagyalakshmi Civil Works, Ahmedabad",CONTRACTOR,Gujarat,Ahmedabad,ACTIVE
SYN_CONTRACTOR_171,"M/s Vishwakarma Engineering Works, Alwar",CONTRACTOR,Rajasthan,Alwar,ACTIVE
SYN_CONTRACTOR_172,"M/s Sundaram Builders, Anantapur",CONTRACTOR,Andhra Pradesh,Anantapur,ACTIVE
SYN_CONTRACTOR_173,"M/s Jai Bharat Constructions, Murshidabad",CONTRACTOR,West Bengal,Murshidabad,UNDER_REVIEW
SYN_CONTRACTOR_174,"M/s Guru Kripa Infra Projects, Murshidabad",CONTRACTOR,West Bengal,Murshidabad,SUSPENDED
SYN_CONTRACTOR_175,"M/s Rajeshwari Infrastructure Pvt Ltd, Solapur",CONTRACTOR,Maharashtra,Solapur,SUSPENDED
SYN_CONTRACTOR_176,"M/s Kalyan Constructions, Ghaziabad",CONTRACTOR,Uttar Pradesh,Ghaziabad,SUSPENDED
SYN_CONTRACTOR_177,"M/s Indus Builders, Ayodhya",CONTRACTOR,Uttar Pradesh,Ayodhya,ACTIVE
SYN_CONTRACTOR_178,"M/s Raghav Civil Works, Ayodhya",CONTRACTOR,Uttar Pradesh,Ayodhya,ACTIVE
SYN_CONTRACTOR_179,"M/s Narayan Infra Projects, Darbhanga",CONTRACTOR,Bihar,Darbhanga,ACTIVE
SYN_CONTRACTOR_180,"M/s Trimurti Engineering Works, Solapur",CONTRACTOR,Maharashtra,Solapur,UNDER_REVIEW
SYN_DA_001,Ayodhya Zilla Parishad,DISTRICT_AUTHORITY,Uttar Pradesh,Ayodhya,UNDER_REVIEW
SYN_DA_002,Cuddalore Zilla Parishad,DISTRICT_AUTHORITY,Tamil Nadu,Cuddalore,ACTIVE
SYN_DA_003,Solapur Zilla Parishad,DISTRICT_AUTHORITY,Maharashtra,Solapur,ACTIVE
SYN_DA_004,Gaya Zilla Parishad,DISTRICT_AUTHORITY,Bihar,Gaya,ACTIVE
SYN_DA_005,"Office of the District Collector, Anantapur",DISTRICT_AUTHORITY,Andhra Pradesh,Anantapur,ACTIVE
SYN_DA_006,Kalaburagi Zilla Parishad,DISTRICT_AUTHORITY,Karnataka,Kalaburagi,ACTIVE
SYN_DA_007,Bardhaman Zilla Parishad,DISTRICT_AUTHORITY,West Bengal,Bardhaman,ACTIVE
SYN_DA_008,"State Quality Monitoring Unit, Kottayam",VERIFICATION_AGENCY,Kerala,Kottayam,ACTIVE
SYN_DA_009,"State Quality Monitoring Unit, Jodhpur",VERIFICATION_AGENCY,Rajasthan,Jodhpur,ACTIVE
SYN_DA_010,"State Quality Monitoring Unit, Gwalior",VERIFICATION_AGENCY,Madhya Pradesh,Gwalior,ACTIVE
SYN_DA_011,"State Quality Monitoring Unit, Jamnagar",VERIFICATION_AGENCY,Gujarat,Jamnagar,ACTIVE
SYN_DA_012,"State Quality Monitoring Unit, Azamgarh",VERIFICATION_AGENCY,Uttar Pradesh,Azamgarh,ACTIVE
SYN_DA_013,"State Quality Monitoring Unit, Kanchipuram",VERIFICATION_AGENCY,Tamil Nadu,Kanchipuram,INACTIVE
SYN_DA_014,"Office of the District Collector, Ludhiana",DISTRICT_AUTHORITY,Punjab,Ludhiana,ACTIVE
SYN_DA_015,"Office of the District Collector, Hyderabad",DISTRICT_AUTHORITY,Telangana,Hyderabad,ACTIVE
SYN_DA_016,"State Quality Monitoring Unit, Bastar",VERIFICATION_AGENCY,Chhattisgarh,Bastar,ACTIVE
SYN_DA_017,Jammu Zilla Parishad,DISTRICT_AUTHORITY,Jammu And Kashmir,Jammu,ACTIVE
SYN_DA_018,"Office of the District Collector, Karnal",DISTRICT_AUTHORITY,Haryana,Karnal,ACTIVE
SYN_DA_019,"Office of the District Collector, North West Delhi",DISTRICT_AUTHORITY,Delhi,North West Delhi,ACTIVE
SYN_DA_020,"Office of the District Collector, Hazaribagh",DISTRICT_AUTHORITY,Jharkhand,Hazaribagh,ACTIVE
SYN_DA_021,Tirupati Zilla Parishad,DISTRICT_AUTHORITY,Andhra Pradesh,Tirupati,INACTIVE
SYN_DA_022,"Office of the District Collector, Bareilly",DISTRICT_AUTHORITY,Uttar Pradesh,Bareilly,ACTIVE
SYN_DA_023,Vellore Zilla Parishad,DISTRICT_AUTHORITY,Tamil Nadu,Vellore,INACTIVE
SYN_DA_024,"Office of the District Collector, Chandigarh",DISTRICT_AUTHORITY,Chandigarh,Chandigarh,ACTIVE
SYN_DA_025,"Office of the District Collector, Dimapur",DISTRICT_AUTHORITY,Nagaland,Dimapur,ACTIVE
SYN_DA_026,Amravati Technical Verification Cell,VERIFICATION_AGENCY,Maharashtra,Amravati,ACTIVE
SYN_DA_027,"State Quality Monitoring Unit, Bokaro",VERIFICATION_AGENCY,Jharkhand,Bokaro,INACTIVE
SYN_DA_028,Bharatpur Technical Verification Cell,VERIFICATION_AGENCY,Rajasthan,Bharatpur,INACTIVE
SYN_DA_029,"State Quality Monitoring Unit, Bhagalpur",VERIFICATION_AGENCY,Bihar,Bhagalpur,INACTIVE
SYN_DA_030,"State Quality Monitoring Unit, Darjeeling",VERIFICATION_AGENCY,West Bengal,Darjeeling,ACTIVE
SYN_DA_031,"State Quality Monitoring Unit, Howrah",VERIFICATION_AGENCY,West Bengal,Howrah,ACTIVE
SYN_DA_032,"State Quality Monitoring Unit, Kottayam",VERIFICATION_AGENCY,Kerala,Kottayam,ACTIVE
SYN_DA_033,"State Quality Monitoring Unit, Vadodara",VERIFICATION_AGENCY,Gujarat,Vadodara,INACTIVE
SYN_DA_034,"Office of the District Collector, Ayodhya",DISTRICT_AUTHORITY,Uttar Pradesh,Ayodhya,ACTIVE
SYN_DA_035,"Office of the District Collector, Ayodhya",DISTRICT_AUTHORITY,Uttar Pradesh,Ayodhya,ACTIVE
SYN_DA_036,"Office of the District Collector, Aligarh",DISTRICT_AUTHORITY,Uttar Pradesh,Aligarh,ACTIVE
SYN_DA_037,Gwalior Zilla Parishad,DISTRICT_AUTHORITY,Madhya Pradesh,Gwalior,ACTIVE
SYN_DA_038,"Office of the District Collector, Hingoli",DISTRICT_AUTHORITY,Maharashtra,Hingoli,ACTIVE
SYN_DA_039,"Office of the District Collector, Ernakulam",DISTRICT_AUTHORITY,Kerala,Ernakulam,INACTIVE
SYN_DA_040,Aurangabad Zilla Parishad,DISTRICT_AUTHORITY,Maharashtra,Aurangabad,ACTIVE
SYN_DA_041,Jhansi Zilla Parishad,DISTRICT_AUTHORITY,Uttar Pradesh,Jhansi,ACTIVE
SYN_DA_042,"Office of the District Collector, Giridih",DISTRICT_AUTHORITY,Jharkhand,Giridih,INACTIVE
SYN_DA_043,Cuddalore Zilla Parishad,DISTRICT_AUTHORITY,Tamil Nadu,Cuddalore,ACTIVE
SYN_DA_044,"Office of the District Collector, Patna",DISTRICT_AUTHORITY,Bihar,Patna,INACTIVE
SYN_DA_045,Sambalpur Zilla Parishad,DISTRICT_AUTHORITY,Odisha,Sambalpur,ACTIVE
SYN_DA_046,"Office of the District Collector, Ernakulam",DISTRICT_AUTHORITY,Kerala,Ernakulam,ACTIVE
SYN_DA_047,Anantapur Zilla Parishad,DISTRICT_AUTHORITY,Andhra Pradesh,Anantapur,ACTIVE
SYN_DA_048,Karimnagar Technical Verification Cell,VERIFICATION_AGENCY,Telangana,Karimnagar,ACTIVE
SYN_DA_049,"Office of the District Collector, Ayodhya",DISTRICT_AUTHORITY,Uttar Pradesh,Ayodhya,ACTIVE
SYN_DA_050,"State Quality Monitoring Unit, Karimnagar",VERIFICATION_AGENCY,Telangana,Karimnagar,ACTIVE
SYN_DA_051,Gwalior Technical Verification Cell,VERIFICATION_AGENCY,Madhya Pradesh,Gwalior,ACTIVE
SYN_DA_052,Una Zilla Parishad,DISTRICT_AUTHORITY,Himachal Pradesh,Una,INACTIVE
SYN_DA_053,"Office of the District Collector, Hoshiarpur",DISTRICT_AUTHORITY,Punjab,Hoshiarpur,INACTIVE
SYN_DA_054,Darjeeling Zilla Parishad,DISTRICT_AUTHORITY,West Bengal,Darjeeling,ACTIVE
SYN_DA_055,Solapur Zilla Parishad,DISTRICT_AUTHORITY,Maharashtra,Solapur,ACTIVE
SYN_DA_056,Ayodhya Zilla Parishad,DISTRICT_AUTHORITY,Uttar Pradesh,Ayodhya,ACTIVE
SYN_DA_057,Surat Zilla Parishad,DISTRICT_AUTHORITY,Gujarat,Surat,ACTIVE
SYN_DA_058,"Office of the District Collector, Chandigarh",DISTRICT_AUTHORITY,Chandigarh,Chandigarh,INACTIVE
SYN_DA_059,"Office of the District Collector, Ghaziabad",DISTRICT_AUTHORITY,Uttar Pradesh,Ghaziabad,ACTIVE
SYN_DA_060,"Office of the District Collector, Sambalpur",DISTRICT_AUTHORITY,Odisha,Sambalpur,ACTIVE
SYN_DEPT_001,"Health & Family Welfare Department, Kathua",GOVERNMENT_DEPARTMENT,Jammu And Kashmir,Kathua,INACTIVE
SYN_DEPT_002,"Rural Water Supply Department, Tirupati",GOVERNMENT_DEPARTMENT,Andhra Pradesh,Tirupati,ACTIVE
SYN_DEPT_003,"School Education Department, Palakkad",GOVERNMENT_DEPARTMENT,Kerala,Palakkad,INACTIVE
SYN_DEPT_004,"Health & Family Welfare Department, Bastar",GOVERNMENT_DEPARTMENT,Chhattisgarh,Bastar,INACTIVE
SYN_DEPT_005,"Health & Family Welfare Department, Gaya",GOVERNMENT_DEPARTMENT,Bihar,Gaya,ACTIVE
SYN_DEPT_006,"Health & Family Welfare Department, Faridabad",GOVERNMENT_DEPARTMENT,Haryana,Faridabad,INACTIVE
SYN_DEPT_007,"Rural Water Supply Department, Bastar",GOVERNMENT_DEPARTMENT,Chhattisgarh,Bastar,ACTIVE
SYN_DEPT_008,"Public Works Department, Aligarh",GOVERNMENT_DEPARTMENT,Uttar Pradesh,Aligarh,INACTIVE
SYN_DEPT_009,"Public Works Department, North Goa",GOVERNMENT_DEPARTMENT,Goa,North Goa,ACTIVE
SYN_DEPT_010,"School Education Department, Jamnagar",GOVERNMENT_DEPARTMENT,Gujarat,Jamnagar,ACTIVE
SYN_DEPT_011,"Public Works Department, Udham Singh Nagar",GOVERNMENT_DEPARTMENT,Uttarakhand,Udham Singh Nagar,INACTIVE
SYN_DEPT_012,"School Education Department, Dindigul",GOVERNMENT_DEPARTMENT,Tamil Nadu,Dindigul,INACTIVE
SYN_DEPT_013,"School Education Department, Nizamabad",GOVERNMENT_DEPARTMENT,Telangana,Nizamabad,INACTIVE
SYN_DEPT_014,"Health & Family Welfare Department, Bokaro",GOVERNMENT_DEPARTMENT,Jharkhand,Bokaro,ACTIVE
SYN_DEPT_015,"School Education Department, Kalaburagi",GOVERNMENT_DEPARTMENT,Karnataka,Kalaburagi,ACTIVE
SYN_DEPT_016,"Health & Family Welfare Department, Kollam",GOVERNMENT_DEPARTMENT,Kerala,Kollam,ACTIVE
SYN_DEPT_017,"Public Works Department, Jorhat",GOVERNMENT_DEPARTMENT,Assam,Jorhat,INACTIVE
SYN_DEPT_018,"Rural Water Supply Department, Bengaluru Urban",GOVERNMENT_DEPARTMENT,Karnataka,Bengaluru Urban,INACTIVE
SYN_DEPT_019,"Rural Water Supply Department, Kozhikode",GOVERNMENT_DEPARTMENT,Kerala,Kozhikode,INACTIVE
SYN_DEPT_020,"Health & Family Welfare Department, Moradabad",GOVERNMENT_DEPARTMENT,Uttar Pradesh,Moradabad,ACTIVE
SYN_DEPT_021,"Rural Water Supply Department, Dimapur",GOVERNMENT_DEPARTMENT,Nagaland,Dimapur,ACTIVE
SYN_DEPT_022,"School Education Department, West Garo Hills",GOVERNMENT_DEPARTMENT,Meghalaya,West Garo Hills,ACTIVE
SYN_DEPT_023,"Health & Family Welfare Department, Dibrugarh",GOVERNMENT_DEPARTMENT,Assam,Dibrugarh,ACTIVE
SYN_DEPT_024,"Rural Water Supply Department, Gaya",GOVERNMENT_DEPARTMENT,Bihar,Gaya,INACTIVE
SYN_DEPT_025,"Public Works Department, West Godavari",GOVERNMENT_DEPARTMENT,Andhra Pradesh,West Godavari,INACTIVE
SYN_DEPT_026,"Public Works Department, Purba Medinipur",GOVERNMENT_DEPARTMENT,West Bengal,Purba Medinipur,INACTIVE
SYN_DEPT_027,"Public Works Department, Amritsar",GOVERNMENT_DEPARTMENT,Punjab,Amritsar,ACTIVE
SYN_DEPT_028,"Health & Family Welfare Department, Bharatpur",GOVERNMENT_DEPARTMENT,Rajasthan,Bharatpur,ACTIVE
SYN_DEPT_029,"Public Works Department, Vellore",GOVERNMENT_DEPARTMENT,Tamil Nadu,Vellore,INACTIVE
SYN_DEPT_030,"Public Works Department, Chennai",GOVERNMENT_DEPARTMENT,Tamil Nadu,Chennai,ACTIVE
SYN_GOVAGENCY_001,Ayodhya Panchayati Raj Engineering Division,IMPLEMENTING_AGENCY,Uttar Pradesh,Ayodhya,ACTIVE
SYN_GOVAGENCY_002,Dibrugarh Rural Development Agency,IMPLEMENTING_AGENCY,Assam,Dibrugarh,ACTIVE
SYN_GOVAGENCY_003,Ayodhya Urban Development Agency,IMPLEMENTING_AGENCY,Uttar Pradesh,Ayodhya,ACTIVE
SYN_GOVAGENCY_004,Vadodara District Development Authority,IMPLEMENTING_AGENCY,Gujarat,Vadodara,ACTIVE
SYN_GOVAGENCY_005,Baramulla Rural Development Agency,IMPLEMENTING_AGENCY,Jammu And Kashmir,Baramulla,ACTIVE
SYN_GOVAGENCY_006,Kannur Panchayati Raj Engineering Division,IMPLEMENTING_AGENCY,Kerala,Kannur,ACTIVE
SYN_GOVAGENCY_007,Gwalior District Development Authority,IMPLEMENTING_AGENCY,Madhya Pradesh,Gwalior,ACTIVE
SYN_GOVAGENCY_008,East Khasi Hills Urban Development Agency,IMPLEMENTING_AGENCY,Meghalaya,East Khasi Hills,ACTIVE
SYN_GOVAGENCY_009,Balasore Panchayati Raj Engineering Division,IMPLEMENTING_AGENCY,Odisha,Balasore,ACTIVE
SYN_GOVAGENCY_010,Bikaner Urban Development Agency,IMPLEMENTING_AGENCY,Rajasthan,Bikaner,ACTIVE
SYN_GOVAGENCY_011,Amritsar Panchayati Raj Engineering Division,IMPLEMENTING_AGENCY,Punjab,Amritsar,ACTIVE
SYN_GOVAGENCY_012,Ayodhya Rural Development Agency,IMPLEMENTING_AGENCY,Uttar Pradesh,Ayodhya,ACTIVE
SYN_GOVAGENCY_013,Kalaburagi Panchayati Raj Engineering Division,IMPLEMENTING_AGENCY,Karnataka,Kalaburagi,ACTIVE
SYN_GOVAGENCY_014,Hazaribagh District Development Authority,IMPLEMENTING_AGENCY,Jharkhand,Hazaribagh,INACTIVE
SYN_GOVAGENCY_015,Mandi District Development Authority,IMPLEMENTING_AGENCY,Himachal Pradesh,Mandi,INACTIVE
SYN_GOVAGENCY_016,Ahmedabad Panchayati Raj Engineering Division,IMPLEMENTING_AGENCY,Gujarat,Ahmedabad,ACTIVE
SYN_GOVAGENCY_017,Darjeeling Rural Development Agency,IMPLEMENTING_AGENCY,West Bengal,Darjeeling,ACTIVE
SYN_GOVAGENCY_018,Kollam Urban Development Agency,IMPLEMENTING_AGENCY,Kerala,Kollam,ACTIVE
SYN_GOVAGENCY_019,Indore Panchayati Raj Engineering Division,IMPLEMENTING_AGENCY,Madhya Pradesh,Indore,ACTIVE
SYN_GOVAGENCY_020,West Garo Hills Panchayati Raj Engineering Division,IMPLEMENTING_AGENCY,Meghalaya,West Garo Hills,ACTIVE
SYN_GOVAGENCY_021,Thane District Development Authority,IMPLEMENTING_AGENCY,Maharashtra,Thane,ACTIVE
SYN_GOVAGENCY_022,Azamgarh Panchayati Raj Engineering Division,IMPLEMENTING_AGENCY,Uttar Pradesh,Azamgarh,ACTIVE
SYN_GOVAGENCY_023,Tiruchirappalli District Development Authority,IMPLEMENTING_AGENCY,Tamil Nadu,Tiruchirappalli,INACTIVE
SYN_GOVAGENCY_024,Ayodhya District Development Authority,IMPLEMENTING_AGENCY,Uttar Pradesh,Ayodhya,ACTIVE
SYN_GOVAGENCY_025,Moradabad District Development Authority,IMPLEMENTING_AGENCY,Uttar Pradesh,Moradabad,INACTIVE
SYN_GP_001,Ayodhya Municipal Corporation,LOCAL_BODY,Uttar Pradesh,Ayodhya,ACTIVE
SYN_GP_002,Gwalior Municipal Corporation,LOCAL_BODY,Madhya Pradesh,Gwalior,ACTIVE
SYN_GP_003,Solapur Block Panchayat,LOCAL_BODY,Maharashtra,Solapur,ACTIVE
SYN_GP_004,Nellore Block Panchayat,LOCAL_BODY,Andhra Pradesh,Nellore,ACTIVE
SYN_GP_005,Bengaluru Urban Nagar Panchayat,LOCAL_BODY,Karnataka,Bengaluru Urban,ACTIVE
SYN_GP_006,Ayodhya Panchayat Samiti,LOCAL_BODY,Uttar Pradesh,Ayodhya,ACTIVE
SYN_GP_007,Ganjam Municipal Corporation,LOCAL_BODY,Odisha,Ganjam,ACTIVE
SYN_GP_008,Cuddalore Nagar Panchayat,LOCAL_BODY,Tamil Nadu,Cuddalore,ACTIVE
SYN_GP_009,Bareilly Block Panchayat,LOCAL_BODY,Uttar Pradesh,Bareilly,ACTIVE
SYN_GP_010,Bareilly Block Panchayat,LOCAL_BODY,Uttar Pradesh,Bareilly,ACTIVE
SYN_GP_011,Kottayam Nagar Panchayat,LOCAL_BODY,Kerala,Kottayam,ACTIVE
SYN_GP_012,Krishna Municipal Corporation,LOCAL_BODY,Andhra Pradesh,Krishna,ACTIVE
SYN_GP_013,Hyderabad Nagar Panchayat,LOCAL_BODY,Telangana,Hyderabad,ACTIVE
SYN_GP_014,Aurangabad Nagar Panchayat,LOCAL_BODY,Maharashtra,Aurangabad,ACTIVE
SYN_GP_015,South Sikkim Nagar Panchayat,LOCAL_BODY,Sikkim,South Sikkim,INACTIVE
SYN_GP_016,Satna Panchayat Samiti,LOCAL_BODY,Madhya Pradesh,Satna,ACTIVE
SYN_GP_017,Ayodhya Municipal Corporation,LOCAL_BODY,Uttar Pradesh,Ayodhya,ACTIVE
SYN_GP_018,Ayodhya Block Panchayat,LOCAL_BODY,Uttar Pradesh,Ayodhya,ACTIVE
SYN_GP_019,Murshidabad Municipal Corporation,LOCAL_BODY,West Bengal,Murshidabad,ACTIVE
SYN_GP_020,Chennai Block Panchayat,LOCAL_BODY,Tamil Nadu,Chennai,ACTIVE
SYN_GP_021,Nagpur Nagar Panchayat,LOCAL_BODY,Maharashtra,Nagpur,ACTIVE
SYN_GP_022,Mehsana Panchayat Samiti,LOCAL_BODY,Gujarat,Mehsana,ACTIVE
SYN_GP_023,Gaya Municipal Corporation,LOCAL_BODY,Bihar,Gaya,ACTIVE
SYN_GP_024,Jammu Panchayat Samiti,LOCAL_BODY,Jammu And Kashmir,Jammu,ACTIVE
SYN_GP_025,Balasore Nagar Panchayat,LOCAL_BODY,Odisha,Balasore,ACTIVE
SYN_GP_026,Dhanbad Municipal Corporation,LOCAL_BODY,Jharkhand,Dhanbad,ACTIVE
SYN_GP_027,Dibrugarh Panchayat Samiti,LOCAL_BODY,Assam,Dibrugarh,ACTIVE
SYN_GP_028,Jodhpur Block Panchayat,LOCAL_BODY,Rajasthan,Jodhpur,ACTIVE
SYN_GP_029,Bardhaman Nagar Panchayat,LOCAL_BODY,West Bengal,Bardhaman,ACTIVE
SYN_GP_030,Jamnagar Block Panchayat,LOCAL_BODY,Gujarat,Jamnagar,ACTIVE
SYN_GP_031,North Goa Municipal Corporation,LOCAL_BODY,Goa,North Goa,ACTIVE
SYN_GP_032,Ganjam Panchayat Samiti,LOCAL_BODY,Odisha,Ganjam,ACTIVE
SYN_GP_033,Amritsar Nagar Panchayat,LOCAL_BODY,Punjab,Amritsar,ACTIVE
SYN_GP_034,Gwalior Nagar Panchayat,LOCAL_BODY,Madhya Pradesh,Gwalior,ACTIVE
SYN_GP_035,Ayodhya Panchayat Samiti,LOCAL_BODY,Uttar Pradesh,Ayodhya,ACTIVE
SYN_GP_036,Ayodhya Municipal Corporation,LOCAL_BODY,Uttar Pradesh,Ayodhya,ACTIVE
SYN_GP_037,Surat Nagar Panchayat,LOCAL_BODY,Gujarat,Surat,ACTIVE
SYN_GP_038,Khammam Nagar Panchayat,LOCAL_BODY,Telangana,Khammam,ACTIVE
SYN_GP_039,Chittoor Municipal Corporation,LOCAL_BODY,Andhra Pradesh,Chittoor,ACTIVE
SYN_GP_040,Bardhaman Nagar Panchayat,LOCAL_BODY,West Bengal,Bardhaman,ACTIVE
SYN_GP_041,Kottayam Block Panchayat,LOCAL_BODY,Kerala,Kottayam,ACTIVE
SYN_GP_042,Gurugram Block Panchayat,LOCAL_BODY,Haryana,Gurugram,INACTIVE
SYN_GP_043,Kalaburagi Panchayat Samiti,LOCAL_BODY,Karnataka,Kalaburagi,ACTIVE
SYN_GP_044,Chandigarh Block Panchayat,LOCAL_BODY,Chandigarh,Chandigarh,ACTIVE
SYN_GP_045,Dharwad Nagar Panchayat,LOCAL_BODY,Karnataka,Dharwad,ACTIVE
SYN_GP_046,Nizamabad Panchayat Samiti,LOCAL_BODY,Telangana,Nizamabad,ACTIVE
SYN_GP_047,Pali Municipal Corporation,LOCAL_BODY,Rajasthan,Pali,ACTIVE
SYN_GP_048,Dibrugarh Block Panchayat,LOCAL_BODY,Assam,Dibrugarh,ACTIVE
SYN_GP_049,Kanchipuram Block Panchayat,LOCAL_BODY,Tamil Nadu,Kanchipuram,ACTIVE
SYN_GP_050,Visakhapatnam Municipal Corporation,LOCAL_BODY,Andhra Pradesh,Visakhapatnam,ACTIVE
